 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -6.2374 -6.1532 -5.8736 -5.4578 -5.0397 -4.6668 -4.3401 -4.0629 -3.8201 -3.6048
 -3.4131 -3.2343 -3.0672 -2.9111 -2.7658 -2.4496 -2.1857 -1.9501 -1.7313 -1.5287
 -1.3450 -1.1807
 -6.0923 -5.7547 -5.6621 -5.4660 -5.1101 -4.7339 -4.3888 -4.0879 -3.8303 -3.6038
 -3.4057 -3.2238 -3.0536 -2.8942 -2.7452 -2.4197 -2.1512 -1.9175 -1.7043 -1.5096
 -1.3350 -1.1797 -1.0430 -0.9237
 -6.1424 -5.6664 -5.3390 -5.1982 -5.0809 -4.7946 -4.4621 -4.1469 -3.8677 -3.6271
 -3.4165 -3.2304 -3.0568 -2.8940 -2.7411 -2.4048 -2.1291 -1.8948 -1.6856 -1.4971
 -1.3297 -1.1821 -1.0523 -0.9390 -0.8413 -0.7543 -0.6742 -0.6031 -0.5452 -0.5064
 -6.2680 -5.7278 -5.2956 -4.9816 -4.7938 -4.6868 -4.4996 -4.2186 -3.9337 -3.6743
 -3.4489 -3.2522 -3.0748 -2.9086 -2.7520 -2.4042 -2.1184 -1.8808 -1.6737 -1.4898
 -1.3281 -1.1869 -1.0635 -0.9559 -0.8628 -0.7833 -0.7135 -0.6493 -0.5901 -0.5446
 -0.5167
 -6.4404 -5.8587 -5.3675 -4.9721 -4.6734 -4.4640 -4.3195 -4.1871 -3.9893 -3.7430
 -3.5035 -3.2919 -3.1062 -2.9364 -2.7764 -2.4178 -2.1201 -1.8757 -1.6680 -1.4870
 -1.3293 -1.1933 -1.0755 -0.9735 -0.8857 -0.8105 -0.7443 -0.6864 -0.6364 -0.5943
 -0.5598
 -6.6510 -6.0293 -5.4983 -5.0493 -4.6852 -4.4030 -4.1895 -4.0216 -3.8790 -3.7331
 -3.5533 -3.3465 -3.1489 -2.9728 -2.8097 -2.4416 -2.1315 -1.8775 -1.6664 -1.4860
 -1.3311 -1.1988 -1.0858 -0.9892 -0.9066 -0.8369 -0.7780 -0.7276 -0.6839 -0.6458
 -0.6124
 -6.8202 -6.2150 -5.6725 -5.1870 -4.7747 -4.4374 -4.1702 -3.9596 -3.7857 -3.6320
 -3.4893 -3.3458 -3.1892 -3.0199 -2.8559 -2.4809 -2.1588 -1.8934 -1.6754 -1.4929
 -1.3384 -1.2079 -1.0982 -1.0057 -0.9278 -0.8629 -0.8093 -0.7643 -0.7261 -0.6934
 -0.6657
 -7.0266 -6.4113 -5.8569 -5.3578 -4.9129 -4.5329 -4.2188 -3.9651 -3.7601 -3.5873
 -3.4324 -3.2886 -3.1522 -3.0183 -2.8804 -2.5273 -2.1973 -1.9197 -1.6927 -1.5054
 -1.3491 -1.2186 -1.1103 -1.0207 -0.9466 -0.8860 -0.8372 -0.7975 -0.7648 -0.7375
 -0.7140
 -7.2701 -6.6183 -6.0288 -5.5359 -5.0788 -4.6710 -4.3196 -4.0255 -3.7837 -3.5845
 -3.4149 -3.2632 -3.1221 -2.9890 -2.8832 -2.5808 -2.2470 -1.9564 -1.7183
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = BX   
 -6.5941 -6.0733 -5.6388 -5.2822 -4.9408 -4.6545 -4.4022 -4.1693 -3.9548 -3.7591
 -3.5807 -3.4140 -3.2588 -3.1143 -2.9797 -2.6823 -2.4132 -2.1671 -1.9258
 -6.7498 -6.1683 -5.6760 -5.2643 -4.9111 -4.6006 -4.3347 -4.0942 -3.8694 -3.6761
 -3.4954 -3.3269 -3.1701 -3.0242 -2.8885 -2.5903 -2.3328 -2.0937 -1.8629 -1.6395
 -6.7277 -6.2713 -5.7705 -5.3151 -4.9329 -4.5925 -4.3051 -4.0558 -3.8239 -3.6267
 -3.4441 -3.2736 -3.1147 -2.9667 -2.8288 -2.5266 -2.2695 -2.0354 -1.8130 -1.6014
 -1.4043
 -6.2966 -6.2456 -5.8561 -5.4072 -4.9885 -4.6272 -4.3125 -4.0468 -3.8115 -3.6017
 -3.4165 -3.2438 -3.0825 -2.9318 -2.7912 -2.4824 -2.2233 -1.9922 -1.7761 -1.5732
 -1.3864 -1.2180
 -6.1029 -5.9020 -5.7956 -5.4736 -5.0761 -4.6939 -4.3578 -4.0671 -3.8188 -3.5984
 -3.4072 -3.2317 -3.0676 -2.9142 -2.7703 -2.4535 -2.1898 -1.9599 -1.7482 -1.5526
 -1.3739 -1.2139 -1.0719 -0.9470
 -6.1222 -5.6738 -5.4383 -5.3632 -5.1206 -4.7762 -4.4306 -4.1195 -3.8510 -3.6190
 -3.4145 -3.2350 -3.0679 -2.9113 -2.7641 -2.4380 -2.1673 -1.9365 -1.7288 -1.5382
 -1.3658 -1.2128 -1.0776 -0.9587 -0.8546 -0.7635 -0.6795 -0.6014 -0.5423 -0.5013
 -6.2533 -5.7097 -5.2978 -5.0399 -4.9357 -4.7873 -4.5043 -4.1970 -3.9120 -3.6603
 -3.4435 -3.2529 -3.0821 -2.9223 -2.7718 -2.4356 -2.1557 -1.9211 -1.7152 -1.5288
 -1.3616 -1.2142 -1.0852 -0.9721 -0.8733 -0.7875 -0.7125 -0.6450 -0.5824 -0.5364
 -0.5072
 -6.4580 -5.8449 -5.3506 -4.9697 -4.7056 -4.5516 -4.4421 -4.2491 -3.9884 -3.7283
 -3.4933 -3.2891 -3.1098 -2.9464 -2.7926 -2.4468 -2.1558 -1.9144 -1.7077 -1.5240
 -1.3608 -1.2180 -1.0941 -0.9864 -0.8928 -0.8121 -0.7429 -0.6835 -0.6300 -0.5818
 -0.5473
 -6.7123 -6.0413 -5.4854 -5.0334 -4.6799 -4.4200 -4.2381 -4.1055 -3.9719 -3.7848
 -3.5601 -3.3418 -3.1498 -2.9797 -2.8228 -2.4683 -2.1660 -1.9151 -1.7045 -1.5214
 -1.3607 -1.2213 -1.1018 -0.9992 -0.9108 -0.8351 -0.7713 -0.7171 -0.6709 -0.6312
 -0.5963
 -6.9876 -6.2848 -5.6845 -5.1769 -4.7604 -4.4304 -4.1782 -3.9871 -3.8346 -3.7001
 -3.5607 -3.3967 -3.2101 -3.0295 -2.8672 -2.5053 -2.1923 -1.9301 -1.7124 -1.5272
 -1.3671 -1.2295 -1.1127 -1.0138 -0.9299 -0.8588 -0.7997 -0.7506 -0.7098 -0.6768
 -0.6459
 -7.3646 -6.5754 -5.9153 -5.3718 -4.9064 -4.5211 -4.2114 -3.9681 -3.7764 -3.6174
 -3.4762 -3.3435 -3.2100 -3.0676 -2.9143 -2.5518 -2.2303 -1.9567 -1.7297 -1.5395
 -1.3778 -1.2402 -1.1245 -1.0280 -0.9475 -0.8805 -0.8257 -0.7814 -0.7457 -0.7168
 -0.6938
 -7.8432 -6.9131 -6.1387 -5.5878 -5.0961 -4.6687 -4.3108 -4.0189 -3.7842 -3.5945
 -3.4352 -3.2933 -3.1616 -3.0361 -2.9641 -2.6078 -2.2800 -1.9949 -1.7564
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = BX   
 -6.4505 -5.9718 -5.5682 -5.2324 -4.9001 -4.6303 -4.3874 -4.1595 -3.9488 -3.7569
 -3.5830 -3.4204 -3.2689 -3.1276 -2.9957 -2.7031 -2.4395 -2.1987 -1.9654
 -6.6280 -6.0690 -5.6012 -5.2158 -4.8745 -4.5789 -4.3228 -4.0863 -3.8692 -3.6781
 -3.5046 -3.3407 -3.1881 -3.0460 -2.9136 -2.6208 -2.3675 -2.1333 -1.9079 -1.6879
 -6.7222 -6.2046 -5.6998 -5.2589 -4.8948 -4.5680 -4.2933 -4.0510 -3.8241 -3.6329
 -3.4553 -3.2898 -3.1358 -2.9921 -2.8581 -2.5624 -2.3096 -2.0800 -1.8614 -1.6512
 -1.4526
 -6.5769 -6.2724 -5.8169 -5.3553 -4.9468 -4.6000 -4.2964 -4.0399 -3.8114 -3.6067
 -3.4269 -3.2594 -3.1032 -2.9574 -2.8212 -2.5203 -2.2658 -2.0389 -1.8259 -1.6233
 -1.4339 -1.2609
 -6.1682 -6.0839 -5.8503 -5.4551 -5.0377 -4.6612 -4.3344 -4.0556 -3.8152 -3.6001
 -3.4149 -3.2449 -3.0863 -2.9380 -2.7991 -2.4913 -2.2328 -2.0068 -1.7984 -1.6020
 -1.4198 -1.2545 -1.1068 -0.9759
 -6.1029 -5.7166 -5.6108 -5.4531 -5.1208 -4.7488 -4.4038 -4.1010 -3.8416 -3.6171
 -3.4182 -3.2445 -3.0831 -2.9320 -2.7902 -2.4744 -2.2093 -1.9823 -1.7771 -1.5859
 -1.4095 -1.2506 -1.1095 -0.9849 -0.8749 -0.7772 -0.6871 -0.6040 -0.5426 -0.4982
 -6.2205 -5.6918 -5.3228 -5.1658 -5.0729 -4.8126 -4.4887 -4.1746 -3.8951 -3.6527
 -3.4427 -3.2580 -3.0931 -2.9390 -2.7941 -2.4696 -2.1961 -1.9653 -1.7616 -1.5745
 -1.4029 -1.2492 -1.1138 -0.9950 -0.8906 -0.7989 -0.7184 -0.6446 -0.5775 -0.5301
 -0.4986
 -6.4410 -5.8139 -5.3321 -4.9813 -4.7788 -4.6878 -4.5216 -4.2536 -3.9727 -3.7142
 -3.4871 -3.2897 -3.1162 -2.9588 -2.8108 -2.4777 -2.1944 -1.9568 -1.7520 -1.5677
 -1.4000 -1.2504 -1.1197 -1.0060 -0.9068 -0.8203 -0.7461 -0.6812 -0.6225 -0.5706
 -0.5355
 -6.7186 -6.0209 -5.4571 -5.0141 -4.6821 -4.4590 -4.3272 -4.2141 -4.0274 -3.7877
 -3.5503 -3.3377 -3.1521 -2.9879 -2.8367 -2.4957 -2.2023 -1.9557 -1.7470 -1.5631
 -1.3981 -1.2519 -1.1251 -1.0159 -0.9217 -0.8402 -0.7705 -0.7112 -0.6609 -0.6177
 -0.5802
 -7.0736 -6.3026 -5.6661 -5.1510 -4.7409 -4.4265 -4.1979 -4.0366 -3.9131 -3.7835
 -3.6129 -3.4103 -3.2113 -3.0348 -2.8776 -2.5293 -2.2264 -1.9692 -1.7533 -1.5674
 -1.4033 -1.2590 -1.1346 -1.0287 -0.9384 -0.8613 -0.7962 -0.7417 -0.6967 -0.6599
 -0.6297
 -7.5550 -6.6590 -5.9320 -5.3574 -4.8834 -4.5023 -4.2041 -3.9770 -3.8045 -3.6651
 -3.5399 -3.4102 -3.2626 -3.0952 -2.9296 -2.5733 -2.2625 -1.9948 -1.7697 -1.5787
 -1.4133 -1.2694 -1.1461 -1.0420 -0.9547 -0.8813 -0.8202 -0.7701 -0.7298 -0.6978
 -0.6731
 -8.1627 -7.0901 -6.2171 -5.6066 -5.0863 -4.6495 -4.2937 -4.0098 -3.7869 -3.6108
 -3.4652 -3.3362 -3.2145 -3.0924 -2.9927 -2.6277 -2.3106 -2.0325 -1.7962
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = BX   
 -6.3145 -5.8995 -5.5286 -5.1977 -4.8817 -4.5982 -4.3482 -4.1261 -3.9270 -3.7468
 -3.5819 -3.4293 -3.2862 -3.1505 -3.0209 -2.7314 -2.4717 -2.2272 -1.9987
 -6.5311 -5.9857 -5.5408 -5.1866 -4.8553 -4.5705 -4.3225 -4.0923 -3.8803 -3.6956
 -3.5239 -3.3638 -3.2147 -3.0757 -2.9461 -2.6576 -2.4075 -2.1744 -1.9530 -1.7366
 -6.7168 -6.1310 -5.6347 -5.2193 -4.8717 -4.5560 -4.2918 -4.0551 -3.8347 -3.6483
 -3.4752 -3.3139 -3.1639 -3.0240 -2.8934 -2.6036 -2.3546 -2.1286 -1.9134 -1.7048
 -1.5052
 -6.6713 -6.2585 -5.7669 -5.3067 -4.9200 -4.5822 -4.2894 -4.0414 -3.8184 -3.6194
 -3.4445 -3.2816 -3.1300 -2.9885 -2.8563 -2.5629 -2.3130 -2.0898 -1.8799 -1.6782
 -1.4866 -1.3089
 -6.3327 -6.2049 -5.8608 -5.4236 -5.0015 -4.6417 -4.3213 -4.0515 -3.8185 -3.6075
 -3.4288 -3.2639 -3.1100 -2.9664 -2.8320 -2.5331 -2.2799 -2.0580 -1.8525 -1.6568
 -1.4719 -1.3014 -1.1475 -1.0101
 -6.0998 -5.8381 -5.7611 -5.4862 -5.1041 -4.7210 -4.3864 -4.0892 -3.8396 -3.6215
 -3.4274 -3.2593 -3.1029 -2.9567 -2.8196 -2.5139 -2.2551 -2.0322 -1.8301 -1.6395
 -1.4604 -1.2959 -1.1482 -1.0172 -0.9017 -0.7967 -0.6987 -0.6122 -0.5471 -0.4979
 -6.1827 -5.6845 -5.3988 -5.3309 -5.1343 -4.8108 -4.4684 -4.1586 -3.8850 -3.6511
 -3.4476 -3.2679 -3.1083 -2.9594 -2.8194 -2.5061 -2.2398 -2.0131 -1.8125 -1.6262
 -1.4519 -1.2925 -1.1502 -1.0247 -0.9143 -0.8167 -0.7297 -0.6484 -0.5773 -0.5270
 -0.4917
 -6.3900 -5.7779 -5.3207 -5.0229 -4.9129 -4.7982 -4.5415 -4.2426 -3.9584 -3.7053
 -3.4858 -3.2947 -3.1264 -2.9743 -2.8316 -2.5105 -2.2354 -2.0023 -1.8005 -1.6169
 -1.4468 -1.2915 -1.1536 -1.0331 -0.9277 -0.8354 -0.7547 -0.6835 -0.6186 -0.5627
 -0.5257
 -6.6805 -5.9785 -5.4229 -4.9993 -4.7024 -4.5403 -4.4510 -4.2822 -4.0342 -3.7773
 -3.5416 -3.3374 -3.1575 -2.9986 -2.8530 -2.5246 -2.2407 -1.9992 -1.7931 -1.6102
 -1.4429 -1.2911 -1.1568 -1.0404 -0.9397 -0.8523 -0.7767 -0.7116 -0.6557 -0.6068
 -0.5656
 -7.0866 -6.2794 -5.6285 -5.1186 -4.7237 -4.4333 -4.2406 -4.1217 -4.0100 -3.8387
 -3.6224 -3.4065 -3.2122 -3.0413 -2.8894 -2.5541 -2.2616 -2.0104 -1.7974 -1.6123
 -1.4463 -1.2967 -1.1649 -1.0513 -0.9542 -0.8709 -0.7997 -0.7392 -0.6889 -0.6473
 -0.6131
 -7.6431 -6.6806 -5.9143 -5.3249 -4.8540 -4.4841 -4.2029 -3.9986 -3.8530 -3.7376
 -3.6165 -3.4648 -3.2839 -3.1018 -2.9390 -2.5944 -2.2948 -2.0340 -1.8121 -1.6220
 -1.4549 -1.3061 -1.1756 -1.0636 -0.9690 -0.8889 -0.8216 -0.7653 -0.7191 -0.6826
 -0.6544
 -8.3500 -7.1821 -6.2803 -5.5973 -5.0604 -4.6234 -4.2757 -4.0040 -3.7969 -3.6387
 -3.5109 -3.3959 -3.2780 -3.1471 -3.0018 -2.6455 -2.3403 -2.0700 -1.8372
