 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  V   
 -6.2739 -5.9419 -5.6730 -5.4712 -5.3252 -5.1984 -5.0075 -4.5880 -3.9677 -3.2971
 -2.6918 -2.2132 -1.8554 -1.5936 -1.3988 -1.0779 -0.8682 -0.7172 -0.6054 -0.5187
 -0.4492 -0.3932
 -6.2042 -5.8279 -5.5033 -5.2389 -5.0359 -4.8781 -4.7154 -4.4209 -3.9309 -3.3399
 -2.7668 -2.2850 -1.9123 -1.6335 -1.4250 -1.0873 -0.8732 -0.7198 -0.6080 -0.5235
 -0.4568 -0.4034 -0.3606 -0.3265
 -6.0982 -5.7212 -5.3758 -5.0711 -4.8143 -4.6059 -4.4291 -4.2125 -3.8453 -3.3512
 -2.8279 -2.3588 -1.9782 -1.6845 -1.4612 -1.1026 -0.8827 -0.7259 -0.6124 -0.5285
 -0.4640 -0.4128 -0.3722 -0.3399 -0.3144 -0.2948 -0.2820 -0.2777 -0.2795 -0.2870
 -5.7373 -5.4428 -5.1609 -4.8883 -4.6303 -4.3926 -4.1788 -3.9776 -3.7080 -3.3184
 -2.8636 -2.4231 -2.0452 -1.7412 -1.5051 -1.1228 -0.8953 -0.7351 -0.6184 -0.5337
 -0.4703 -0.4212 -0.3827 -0.3525 -0.3290 -0.3104 -0.2972 -0.2904 -0.2904 -0.2969
 -0.3090
 -5.3688 -5.0086 -4.7288 -4.5105 -4.3241 -4.1440 -3.9548 -3.7498 -3.5249 -3.2292
 -2.8573 -2.4638 -2.1025 -1.7981 -1.5531 -1.1473 -0.9103 -0.7464 -0.6261 -0.5391
 -0.4757 -0.4281 -0.3917 -0.3638 -0.3428 -0.3268 -0.3153 -0.3081 -0.3054 -0.3094
 -0.3203
 -5.2411 -4.8132 -4.4443 -4.1509 -3.9250 -3.7469 -3.5932 -3.4420 -3.2676 -3.0472
 -2.7684 -2.4506 -2.1311 -1.8416 -1.5966 -1.1731 -0.9251 -0.7576 -0.6341 -0.5440
 -0.4794 -0.4326 -0.3981 -0.3727 -0.3544 -0.3414 -0.3325 -0.3270 -0.3245 -0.3265
 -0.3342
 -5.3048 -4.8089 -4.3780 -4.0088 -3.7062 -3.4649 -3.2700 -3.1008 -2.9364 -2.7589
 -2.5534 -2.3163 -2.0741 -1.8408 -1.6254 -1.2053 -0.9445 -0.7721 -0.6454 -0.5514
 -0.4842 -0.4368 -0.4034 -0.3799 -0.3642 -0.3542 -0.3486 -0.3459 -0.3456 -0.3482
 -0.3535
 -5.4482 -4.9241 -4.4451 -4.0183 -3.6515 -3.3445 -3.0914 -2.8802 -2.6948 -2.5184
 -2.3324 -2.1366 -1.9371 -1.7466 -1.5755 -1.2249 -0.9657 -0.7873 -0.6576 -0.5602
 -0.4894 -0.4402 -0.4068 -0.3847 -0.3711 -0.3640 -0.3618 -0.3626 -0.3654 -0.3700
 -0.3782
 -5.6028 -5.0787 -4.5774 -4.1167 -3.7036 -3.3434 -3.0368 -2.7778 -2.5573 -2.3632
 -2.1822 -2.0047 -1.8285 -1.6603 -1.4469 -1.2319 -0.9887 -0.8032 -0.6707
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value =  V   
 -6.8481 -6.7321 -6.6461 -6.5384 -6.3580 -6.0640 -5.6238 -5.0114 -4.2487 -3.4853
 -2.7927 -2.2731 -1.9062 -1.6441 -1.4494 -1.1225 -0.9048 -0.7430 -0.6124
 -6.5497 -6.3941 -6.4376 -6.5306 -6.5270 -6.3089 -5.7814 -4.9709 -4.1907 -3.4390
 -2.7705 -2.2585 -1.8893 -1.6236 -1.4263 -1.0988 -0.8840 -0.7267 -0.6053 -0.5071
 -6.3334 -6.1198 -5.9760 -5.8911 -5.8365 -5.7595 -5.5436 -4.9577 -4.1980 -3.4684
 -2.8150 -2.2978 -1.9145 -1.6358 -1.4293 -1.0919 -0.8753 -0.7193 -0.6017 -0.5085
 -0.4327
 -6.1978 -5.9207 -5.7120 -5.5716 -5.4827 -5.4040 -5.2538 -4.8611 -4.2164 -3.5281
 -2.8928 -2.3667 -1.9674 -1.6709 -1.4506 -1.0963 -0.8751 -0.7178 -0.6016 -0.5117
 -0.4394 -0.3808
 -6.1288 -5.7931 -5.5230 -5.3150 -5.1708 -5.0676 -4.9499 -4.6903 -4.2053 -3.5854
 -2.9798 -2.4534 -2.0385 -1.7229 -1.4860 -1.1089 -0.8811 -0.7208 -0.6040 -0.5158
 -0.4462 -0.3902 -0.3452 -0.3094
 -6.0878 -5.7181 -5.3996 -5.1322 -4.9233 -4.7696 -4.6446 -4.4677 -4.1234 -3.6163
 -3.0576 -2.5436 -2.1196 -1.7871 -1.5331 -1.1284 -0.8917 -0.7275 -0.6084 -0.5204
 -0.4527 -0.3989 -0.3559 -0.3217 -0.2948 -0.2750 -0.2627 -0.2593 -0.2621 -0.2713
 -5.8807 -5.5628 -5.2638 -4.9855 -4.7402 -4.5339 -4.3674 -4.2142 -3.9759 -3.5930
 -3.1098 -2.6255 -2.2017 -1.8579 -1.5890 -1.1542 -0.9060 -0.7373 -0.6148 -0.5255
 -0.4586 -0.4067 -0.3656 -0.3333 -0.3080 -0.2885 -0.2753 -0.2695 -0.2711 -0.2788
 -0.2926
 -5.4423 -5.1581 -4.9308 -4.7272 -4.5278 -4.3318 -4.1428 -3.9654 -3.7775 -3.5000
 -3.1156 -2.6840 -2.2773 -1.9296 -1.6498 -1.1857 -0.9231 -0.7497 -0.6234 -0.5312
 -0.4639 -0.4132 -0.3740 -0.3436 -0.3203 -0.3028 -0.2910 -0.2840 -0.2830 -0.2892
 -0.3015
 -5.2205 -4.8417 -4.5360 -4.3046 -4.1303 -3.9893 -3.8583 -3.7180 -3.5533 -3.3375
 -3.0479 -2.6909 -2.3222 -1.9876 -1.7054 -1.2190 -0.9411 -0.7622 -0.6325 -0.5369
 -0.4679 -0.4176 -0.3800 -0.3517 -0.3306 -0.3154 -0.3056 -0.3003 -0.2992 -0.3029
 -0.3132
 -5.2046 -4.7637 -4.3823 -4.0662 -3.8177 -3.6278 -3.4795 -3.3538 -3.2345 -3.0874
 -2.8838 -2.6229 -2.3264 -2.0299 -1.7595 -1.2603 -0.9648 -0.7784 -0.6451 -0.5457
 -0.4736 -0.4222 -0.3853 -0.3586 -0.3395 -0.3268 -0.3195 -0.3164 -0.3170 -0.3198
 -0.3287
 -5.3139 -4.8338 -4.3964 -4.0153 -3.6948 -3.4336 -3.2251 -3.0563 -2.9105 -2.7688
 -2.6119 -2.4209 -2.2018 -1.9750 -1.7562 -1.2987 -0.9915 -0.7961 -0.6591 -0.5563
 -0.4804 -0.4266 -0.3893 -0.3636 -0.3463 -0.3359 -0.3313 -0.3310 -0.3341 -0.3399
 -0.3485
 -5.4798 -4.9799 -4.5112 -4.0851 -3.7081 -3.3861 -3.1165 -2.8933 -2.7062 -2.5410
 -2.3825 -2.2170 -2.0386 -1.8536 -1.6955 -1.3342 -1.0212 -0.8153 -0.6745
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value =  V   
 -6.7330 -6.6823 -6.3185 -5.8568 -5.4509 -5.1738 -5.0664 -5.0440 -4.3726 -3.6751
 -2.9763 -2.4118 -2.0041 -1.7108 -1.4950 -1.1409 -0.9137 -0.7460 -0.6144
 -6.4483 -6.3649 -6.3482 -6.7410 -6.7667 -6.4605 -5.8541 -5.0531 -4.3363 -3.6338
 -2.9588 -2.4058 -1.9967 -1.6985 -1.4781 -1.1209 -0.8950 -0.7316 -0.6057 -0.5048
 -6.2205 -6.0765 -6.0120 -5.9854 -5.9684 -5.9351 -5.7503 -5.1010 -4.3600 -3.6665
 -3.0082 -2.4548 -2.0324 -1.7204 -1.4883 -1.1168 -0.8876 -0.7249 -0.6027 -0.5058
 -0.4263
 -6.0763 -5.8643 -5.7237 -5.6476 -5.6126 -5.5758 -5.4628 -5.0825 -4.4125 -3.7283
 -3.0873 -2.5352 -2.0969 -1.7666 -1.5181 -1.1242 -0.8883 -0.7236 -0.6024 -0.5084
 -0.4326 -0.3709
 -5.9958 -5.7191 -5.5064 -5.3628 -5.2792 -5.2264 -5.1489 -4.9236 -4.4266 -3.8019
 -3.1815 -2.6301 -2.1802 -1.8297 -1.5636 -1.1406 -0.8952 -0.7267 -0.6044 -0.5118
 -0.4386 -0.3794 -0.3317 -0.2939
 -5.9634 -5.6403 -5.3665 -5.1520 -5.0013 -4.9046 -4.8270 -4.6881 -4.3640 -3.8422
 -3.2724 -2.7306 -2.2734 -1.9063 -1.6216 -1.1654 -0.9070 -0.7337 -0.6085 -0.5159
 -0.4444 -0.3873 -0.3415 -0.3052 -0.2768 -0.2558 -0.2433 -0.2402 -0.2435 -0.2541
 -5.8774 -5.5557 -5.2657 -5.0085 -4.7976 -4.6387 -4.5246 -4.4161 -4.2090 -3.8316
 -3.3331 -2.8251 -2.3682 -1.9896 -1.6892 -1.1979 -0.9232 -0.7441 -0.6151 -0.5207
 -0.4497 -0.3944 -0.3505 -0.3158 -0.2886 -0.2680 -0.2543 -0.2481 -0.2505 -0.2593
 -0.2747
 -5.5281 -5.2921 -5.0616 -4.8377 -4.6271 -4.4367 -4.2744 -4.1415 -3.9930 -3.7388
 -3.3482 -2.8955 -2.4548 -2.0737 -1.7618 -1.2374 -0.9435 -0.7572 -0.6242 -0.5265
 -0.4548 -0.4005 -0.3583 -0.3252 -0.2996 -0.2803 -0.2672 -0.2601 -0.2596 -0.2673
 -0.2810
 -5.1889 -4.8786 -4.6413 -4.4645 -4.3199 -4.1842 -4.0452 -3.9012 -3.7561 -3.5662
 -3.2868 -2.9133 -2.5119 -2.1420 -1.8281 -1.2791 -0.9653 -0.7711 -0.6341 -0.5328
 -0.4589 -0.4046 -0.3638 -0.3326 -0.3088 -0.2912 -0.2796 -0.2731 -0.2723 -0.2778
 -0.2901
 -5.0944 -4.7113 -4.3866 -4.1291 -3.9343 -3.7920 -3.6824 -3.5872 -3.4897 -3.3553
 -3.1537 -2.8768 -2.5424 -2.2034 -1.8963 -1.3295 -0.9944 -0.7893 -0.6478 -0.5427
 -0.4652 -0.4094 -0.3689 -0.3391 -0.3171 -0.3014 -0.2916 -0.2871 -0.2874 -0.2925
 -0.3023
 -5.1527 -4.7198 -4.3343 -4.0035 -3.7319 -3.5184 -3.3555 -3.2287 -3.1234 -3.0210
 -2.8982 -2.7195 -2.4803 -2.2077 -1.9351 -1.3798 -1.0272 -0.8099 -0.6632 -0.5546
 -0.4734 -0.4147 -0.3733 -0.3441 -0.3235 -0.3097 -0.3020 -0.2996 -0.3018 -0.3081
 -0.3183
 -5.3014 -4.8390 -4.4113 -4.0268 -3.6935 -3.4128 -3.1841 -3.0005 -2.8508 -2.7206
 -2.5950 -2.4552 -2.2900 -2.0934 -1.9445 -1.4300 -1.0637 -0.8329 -0.6803
