 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = UX   
 -6.6158 -6.6005 -6.5910 -6.5793 -6.5586 -6.5240 -6.4712 -6.3952 -6.2953 -6.1760
 -6.0423 -5.8968 -5.7375 -5.5603 -5.3633 -4.8147 -4.2475 -3.7091 -3.2377 -2.8432
 -2.5187 -2.2558
 -6.4388 -6.3449 -6.2968 -6.2652 -6.2373 -6.2042 -6.1594 -6.0975 -6.0146 -5.9112
 -5.7897 -5.6531 -5.5019 -5.3341 -5.1479 -4.6275 -4.0920 -3.5828 -3.1301 -2.7495
 -2.4386 -2.1880 -1.9929 -1.8451
 -6.4824 -6.3088 -6.1814 -6.0844 -6.0138 -5.9615 -5.9134 -5.8568 -5.7850 -5.6947
 -5.5857 -5.4594 -5.3170 -5.1582 -4.9821 -4.4852 -3.9732 -3.4890 -3.0530 -2.6813
 -2.3774 -2.1331 -1.9424 -1.7991 -1.6926 -1.6102 -1.5431 -1.4844 -1.4291 -1.3758
 -6.7324 -6.4397 -6.2091 -6.0361 -5.9105 -5.8164 -5.7408 -5.6771 -5.6082 -5.5257
 -5.4269 -5.3110 -5.1780 -5.0283 -4.8615 -4.3858 -3.8893 -3.4233 -3.0017 -2.6362
 -2.3341 -2.0910 -1.9008 -1.7575 -1.6536 -1.5773 -1.5193 -1.4725 -1.4313 -1.3920
 -1.3524
 -7.0966 -6.7133 -6.3903 -6.1243 -5.9113 -5.7440 -5.6160 -5.5227 -5.4539 -5.3862
 -5.3032 -5.2002 -5.0778 -4.9378 -4.7806 -4.3256 -3.8403 -3.3850 -2.9743 -2.6127
 -2.3086 -2.0621 -1.8684 -1.7219 -1.6163 -1.5425 -1.4898 -1.4503 -1.4184 -1.3912
 -1.3653
 -7.5801 -7.0944 -6.6816 -6.3325 -6.0404 -5.8001 -5.6048 -5.4484 -5.3269 -5.2326
 -5.1518 -5.0715 -4.9787 -4.8639 -4.7250 -4.2958 -3.8205 -3.3706 -2.9652 -2.6054
 -2.2970 -2.0438 -1.8436 -1.6911 -1.5808 -1.5053 -1.4548 -1.4202 -1.3949 -1.3752
 -1.3594
 -8.2789 -7.6476 -7.1169 -6.6690 -6.2915 -5.9752 -5.7121 -5.4949 -5.3167 -5.1706
 -5.0475 -4.9392 -4.8395 -4.7426 -4.6389 -4.2910 -3.8344 -3.3883 -2.9851 -2.6247
 -2.3101 -2.0467 -1.8356 -1.6730 -1.5535 -1.4713 -1.4181 -1.3846 -1.3632 -1.3487
 -1.3396
 -9.2281 -8.4343 -7.7479 -7.1700 -6.6828 -6.2740 -5.9321 -5.6460 -5.4071 -5.2069
 -5.0370 -4.8890 -4.7557 -4.6335 -4.5200 -4.2402 -3.8662 -3.4275 -3.0249 -2.6631
 -2.3423 -2.0677 -1.8433 -1.6673 -1.5354 -1.4425 -1.3820 -1.3453 -1.3244 -1.3135
 -1.3087
-10.3160 -9.4064 -8.5860 -7.8653 -7.2456 -6.7210 -6.2803 -5.9102 -5.5990 -5.3361
 -5.1124 -4.9193 -4.7489 -4.5953 -4.3683 -4.1434 -3.9159 -3.4882 -3.0846
 [Fe/H] =  0.25 [alpha/Fe] = 0.00 BC value = UX   
 -8.1689 -8.1794 -8.1696 -8.1156 -8.0219 -7.8994 -7.7573 -7.6033 -7.4448 -7.2921
 -7.1537 -7.0247 -6.8938 -6.7470 -6.5685 -6.0000 -5.3262 -4.6660 -4.0530
 -7.6081 -7.6210 -7.6183 -7.5944 -7.5447 -7.4648 -7.3487 -7.2001 -7.0492 -6.9037
 -6.7664 -6.6337 -6.4972 -6.3449 -6.1675 -5.6158 -4.9758 -4.3433 -3.7916 -3.3214
 -7.1098 -7.1214 -7.1228 -7.1089 -7.0750 -7.0177 -6.9329 -6.8173 -6.6849 -6.5502
 -6.4180 -6.2864 -6.1502 -6.0005 -5.8291 -5.3072 -4.7092 -4.1156 -3.5949 -3.1570
 -2.7922
 -6.6995 -6.7006 -6.6993 -6.6894 -6.6656 -6.6239 -6.5611 -6.4723 -6.3613 -6.2393
 -6.1140 -5.9861 -5.8529 -5.7084 -5.5457 -5.0572 -4.5022 -3.9457 -3.4481 -3.0300
 -2.6837 -2.3982
 -6.4140 -6.3810 -6.3614 -6.3447 -6.3225 -6.2892 -6.2403 -6.1715 -6.0804 -5.9726
 -5.8555 -5.7326 -5.6033 -5.4641 -5.3099 -4.8515 -4.3346 -3.8139 -3.3376 -2.9325
 -2.5987 -2.3262 -2.1066 -1.9345
 -6.3638 -6.2384 -6.1520 -6.0957 -6.0555 -6.0184 -5.9743 -5.9171 -5.8420 -5.7484
 -5.6409 -5.5245 -5.3994 -5.2650 -5.1178 -4.6849 -4.1980 -3.7098 -3.2552 -2.8599
 -2.5326 -2.2665 -2.0531 -1.8864 -1.7588 -1.6598 -1.5796 -1.5108 -1.4470 -1.3863
 -6.5208 -6.2928 -6.1243 -6.0044 -5.9094 -5.8326 -5.7714 -5.7146 -5.6477 -5.5656
 -5.4684 -5.3593 -5.2397 -5.1100 -4.9687 -4.5568 -4.0920 -3.6294 -3.1955 -2.8096
 -2.4848 -2.2200 -2.0082 -1.8429 -1.7179 -1.6246 -1.5534 -1.4963 -1.4476 -1.4015
 -1.3560
 -6.8435 -6.5070 -6.2312 -6.0145 -5.8496 -5.7268 -5.6338 -5.5588 -5.4941 -5.4212
 -5.3341 -5.2332 -5.1201 -4.9957 -4.8598 -4.4667 -4.0191 -3.5736 -3.1569 -2.7797
 -2.4552 -2.1876 -1.9731 -1.8057 -1.6796 -1.5877 -1.5214 -1.4718 -1.4325 -1.3997
 -1.3683
 -7.2679 -6.8383 -6.4732 -6.1673 -5.9169 -5.7158 -5.5560 -5.4324 -5.3396 -5.2688
 -5.2001 -5.1212 -5.0255 -4.9124 -4.7840 -4.4083 -3.9754 -3.5403 -3.1343 -2.7642
 -2.4391 -2.1665 -1.9465 -1.7741 -1.6438 -1.5498 -1.4849 -1.4398 -1.4071 -1.3819
 -1.3616
 -7.8632 -7.3115 -6.8443 -6.4483 -6.1144 -5.8369 -5.6088 -5.4229 -5.2731 -5.1552
 -5.0596 -4.9765 -4.8966 -4.8112 -4.7121 -4.3810 -3.9656 -3.5391 -3.1397 -2.7740
 -2.4472 -2.1674 -1.9381 -1.7567 -1.6182 -1.5174 -1.4487 -1.4037 -1.3743 -1.3547
 -1.3406
 -8.7139 -7.9972 -7.3888 -6.8765 -6.4443 -6.0812 -5.7779 -5.5262 -5.3186 -5.1478
 -5.0061 -4.8854 -4.7788 -4.6814 -4.5890 -4.3374 -3.9773 -3.5605 -3.1653 -2.8023
 -2.4736 -2.1861 -1.9456 -1.7525 -1.6027 -1.4917 -1.4150 -1.3654 -1.3355 -1.3185
 -1.3091
 -9.8034 -8.9289 -8.1634 -7.5005 -6.9423 -6.4706 -6.0753 -5.7446 -5.4688 -5.2387
 -5.0456 -4.8814 -4.7381 -4.6100 -4.4147 -4.2775 -4.0105 -3.6045 -3.2111
 [Fe/H] =  0.50 [alpha/Fe] = 0.00 BC value = UX   
 -8.3670 -8.3298 -8.2649 -8.1752 -8.0633 -7.9315 -7.7818 -7.6229 -7.4768 -7.3323
 -7.2025 -7.0883 -6.9825 -6.8698 -6.7359 -6.2470 -5.5989 -4.9219 -4.2752
 -7.7961 -7.8089 -7.7970 -7.7592 -7.6835 -7.5695 -7.4204 -7.2501 -7.0982 -6.9568
 -6.8290 -6.7128 -6.6014 -6.4838 -6.3469 -5.8777 -5.2605 -4.6060 -4.0257 -3.5302
 -7.2760 -7.2913 -7.2877 -7.2651 -7.2168 -7.1399 -7.0308 -6.8905 -6.7462 -6.6111
 -6.4872 -6.3714 -6.2587 -6.1407 -6.0069 -5.5658 -4.9935 -4.3820 -3.8325 -3.3706
 -2.9812
 -6.8293 -6.8393 -6.8407 -6.8278 -6.7960 -6.7419 -6.6626 -6.5545 -6.4282 -6.3018
 -6.1818 -6.0682 -5.9563 -5.8402 -5.7117 -5.3014 -4.7777 -4.2110 -3.6865 -3.2425
 -2.8723 -2.5630
 -6.4803 -6.4724 -6.4667 -6.4553 -6.4320 -6.3929 -6.3344 -6.2525 -6.1475 -6.0318
 -5.9166 -5.8052 -5.6945 -5.5805 -5.4570 -5.0749 -4.5946 -4.0723 -3.5734 -3.1422
 -2.7835 -2.4869 -2.2429 -2.0448
 -6.2963 -6.2275 -6.1867 -6.1589 -6.1320 -6.0979 -6.0508 -5.9869 -5.9022 -5.8002
 -5.6915 -5.5825 -5.4734 -5.3608 -5.2410 -4.8820 -4.4373 -3.9554 -3.4845 -3.0657
 -2.7132 -2.4230 -2.1862 -1.9951 -1.8439 -1.7243 -1.6274 -1.5445 -1.4700 -1.4004
 -6.3612 -6.1883 -6.0848 -5.9908 -5.9216 -5.8688 -5.8203 -5.7641 -5.6936 -5.6057
 -5.5056 -5.4005 -5.2929 -5.1817 -5.0645 -4.7234 -4.3065 -3.8576 -3.4150 -3.0095
 -2.6610 -2.3724 -2.1376 -1.9497 -1.8019 -1.6876 -1.5991 -1.5284 -1.4692 -1.4143
 -1.3619
 -6.6201 -6.3337 -6.1133 -5.9538 -5.8371 -5.7447 -5.6633 -5.5923 -5.5257 -5.4483
 -5.3573 -5.2575 -5.1526 -5.0433 -4.9279 -4.6007 -4.2054 -3.7811 -3.3631 -2.9719
 -2.6268 -2.3365 -2.0999 -1.9107 -1.7628 -1.6500 -1.5658 -1.5020 -1.4521 -1.4115
 -1.3731
 -6.9984 -6.6169 -6.2961 -6.0348 -5.8288 -5.6695 -5.5480 -5.4545 -5.3787 -5.3111
 -5.2346 -5.1454 -5.0465 -4.9403 -4.8272 -4.5105 -4.1330 -3.7246 -3.3241 -2.9467
 -2.6052 -2.3120 -2.0708 -1.8776 -1.7266 -1.6119 -1.5284 -1.4684 -1.4247 -1.3917
 -1.3657
 -7.5080 -7.0231 -6.6103 -6.2602 -5.9683 -5.7297 -5.5371 -5.3822 -5.2597 -5.1662
 -5.0911 -5.0196 -4.9429 -4.8556 -4.7552 -4.4545 -4.0942 -3.6995 -3.3111 -2.9444
 -2.6071 -2.3103 -2.0616 -1.8602 -1.7018 -1.5808 -1.4932 -1.4324 -1.3914 -1.3632
 -1.3432
 -8.2374 -7.6024 -7.0701 -6.6197 -6.2384 -5.9180 -5.6519 -5.4330 -5.2537 -5.1080
 -4.9905 -4.8939 -4.8093 -4.7301 -4.6501 -4.4110 -4.0791 -3.6978 -3.3179 -2.9587
 -2.6252 -2.3256 -2.0685 -1.8567 -1.6880 -1.5577 -1.4621 -1.3959 -1.3531 -1.3268
 -1.3108
 -9.2548 -8.4405 -7.7429 -7.1564 -6.6612 -6.2440 -5.8935 -5.6008 -5.3578 -5.1567
 -4.9900 -4.8507 -4.7317 -4.6273 -4.5119 -4.3800 -4.0877 -3.7195 -3.3445
 [Fe/H] =  0.75 [alpha/Fe] = 0.00 BC value = UX   
 -8.5827 -8.4372 -8.2954 -8.1571 -8.0222 -7.8904 -7.7616 -7.6356 -7.5092 -7.3753
 -7.2512 -7.1449 -7.0543 -6.9688 -6.8701 -6.4746 -5.8649 -5.1810 -4.5168
 -8.0061 -8.0144 -7.9952 -7.9402 -7.8163 -7.6454 -7.4594 -7.2866 -7.1442 -7.0094
 -6.8882 -6.7814 -6.6863 -6.5947 -6.4936 -6.1216 -5.5474 -4.8831 -4.2742 -3.7635
 -7.4690 -7.5061 -7.4755 -7.4410 -7.3733 -7.2694 -7.1253 -6.9529 -6.8027 -6.6690
 -6.5504 -6.4450 -6.3481 -6.2542 -6.1532 -5.8052 -5.2830 -4.6652 -4.0868 -3.6007
 -3.1901
 -6.9920 -7.0069 -7.0075 -6.9881 -6.9437 -6.8712 -6.7690 -6.6352 -6.4917 -6.3610
 -6.2439 -6.1399 -6.0429 -5.9484 -5.8491 -5.5258 -5.0565 -4.4936 -3.9447 -3.4746
 -3.0801 -2.7470
 -6.5948 -6.6010 -6.6018 -6.5903 -6.5611 -6.5109 -6.4369 -6.3361 -6.2128 -6.0879
 -5.9730 -5.8692 -5.7725 -5.6777 -5.5800 -5.2783 -4.8553 -4.3467 -3.8307 -3.3745
 -2.9910 -2.6690 -2.3994 -2.1752
 -6.3141 -6.2878 -6.2723 -6.2566 -6.2326 -6.1947 -6.1392 -6.0631 -5.9638 -5.8501
 -5.7379 -5.6342 -5.5372 -5.4422 -5.3453 -5.0604 -4.6752 -4.2150 -3.7357 -3.2950
 -2.9185 -2.6027 -2.3407 -2.1246 -1.9481 -1.8055 -1.6884 -1.5887 -1.4996 -1.4188
 -6.2729 -6.1530 -6.0687 -6.0137 -5.9727 -5.9331 -5.8852 -5.8235 -5.7440 -5.6456
 -5.5393 -5.4360 -5.3380 -5.2427 -5.1459 -4.8731 -4.5178 -4.0971 -3.6546 -3.2331
 -2.8624 -2.5493 -2.2901 -2.0779 -1.9061 -1.7686 -1.6595 -1.5715 -1.4980 -1.4317
 -1.3705
 -6.4311 -6.2142 -6.0519 -5.9352 -5.8431 -5.7605 -5.6911 -5.6285 -5.5592 -5.4751
 -5.3773 -5.2761 -5.1779 -5.0814 -4.9841 -4.7192 -4.3872 -3.9969 -3.5867 -3.1863
 -2.8228 -2.5101 -2.2500 -2.0377 -1.8668 -1.7313 -1.6257 -1.5437 -1.4798 -1.4280
 -1.3807
 -6.7659 -6.4277 -6.1539 -5.9406 -5.7829 -5.6676 -5.5764 -5.4928 -5.4130 -5.3361
 -5.2481 -5.1516 -5.0537 -4.9568 -4.8590 -4.5980 -4.2835 -3.9149 -3.5285 -3.1487
 -2.7942 -2.4814 -2.2184 -2.0030 -1.8301 -1.6936 -1.5886 -1.5096 -1.4507 -1.4065
 -1.3723
 -7.2157 -6.7829 -6.4144 -6.1062 -5.8555 -5.6566 -5.5000 -5.3779 -5.2821 -5.2032
 -5.1304 -5.0497 -4.9604 -4.8669 -4.7703 -4.5128 -4.2130 -3.8628 -3.4942 -3.1316
 -2.7874 -2.4754 -2.2072 -1.9851 -1.8058 -1.6640 -1.5553 -1.4748 -1.4173 -1.3760
 -1.3484
 -7.8338 -7.2779 -6.8071 -6.4070 -6.0687 -5.7874 -5.5572 -5.3699 -5.2178 -5.0956
 -4.9992 -4.9192 -4.8448 -4.7691 -4.6886 -4.4539 -4.1679 -3.8337 -3.4784 -3.1285
 -2.7942 -2.4847 -2.2116 -1.9811 -1.7927 -1.6425 -1.5268 -1.4409 -1.3808 -1.3410
 -1.3161
 -8.7265 -7.9970 -7.3816 -6.8637 -6.4251 -6.0548 -5.7439 -5.4858 -5.2727 -5.0973
 -4.9529 -4.8348 -4.7361 -4.6507 -4.6139 -4.4213 -4.1482 -3.8276 -3.4811
 [Fe/H] =  1.00 [alpha/Fe] = 0.00 BC value = UX   
 -8.8010 -8.5899 -8.3970 -8.2206 -8.0594 -7.9120 -7.7773 -7.6542 -7.5379 -7.4150
 -7.2945 -7.1908 -7.1074 -7.0370 -6.9653 -6.6691 -6.1138 -5.4384 -4.7777
 -8.2209 -8.3301 -8.3287 -8.2280 -8.0382 -7.7681 -7.4750 -7.3143 -7.1835 -7.0563
 -6.9388 -6.8365 -6.7498 -6.6743 -6.5990 -6.3229 -5.8116 -5.1584 -4.5196 -3.9905
 -7.6727 -7.7837 -7.6717 -7.6231 -7.5317 -7.3940 -7.1884 -6.9937 -6.8503 -6.7198
 -6.6049 -6.5048 -6.4168 -6.3378 -6.2608 -6.0022 -5.5509 -4.9424 -4.3398 -3.8323
 -3.4049
 -7.1723 -7.1899 -7.1880 -7.1599 -7.0992 -7.0025 -6.8702 -6.7021 -6.5464 -6.4133
 -6.2981 -6.1993 -6.1113 -6.0306 -5.9524 -5.7108 -5.3148 -4.7722 -4.2042 -3.7121
 -3.2971 -2.9422
 -6.7377 -6.7526 -6.7561 -6.7412 -6.7023 -6.6361 -6.5405 -6.4160 -6.2720 -6.1388
 -6.0228 -5.9232 -5.8355 -5.7538 -5.6745 -5.4457 -5.0960 -4.6180 -4.0926 -3.6141
 -3.2088 -2.8648 -2.5711 -2.3214
 -6.3943 -6.3911 -6.3882 -6.3768 -6.3502 -6.3040 -6.2345 -6.1409 -6.0230 -5.8964
 -5.7804 -5.6791 -5.5900 -5.5075 -5.4274 -5.2071 -4.8937 -4.4715 -3.9934 -3.5348
 -3.1369 -2.7984 -2.5119 -2.2708 -2.0693 -1.9020 -1.7631 -1.6433 -1.5370 -1.4423
 -6.2195 -6.1546 -6.1111 -6.0831 -6.0542 -6.0157 -5.9619 -5.8895 -5.7964 -5.6844
 -5.5707 -5.4677 -5.3761 -5.2925 -5.2112 -4.9963 -4.7106 -4.3334 -3.9015 -3.4689
 -3.0794 -2.7440 -2.4610 -2.2241 -2.0280 -1.8668 -1.7351 -1.6274 -1.5358 -1.4548
 -1.3828
 -6.2980 -6.1474 -6.0255 -5.9290 -5.8537 -5.7938 -5.7375 -5.6746 -5.5977 -5.5032
 -5.3961 -5.2918 -5.1976 -5.1115 -5.0287 -4.8162 -4.5510 -4.2092 -3.8168 -3.4136
 -3.0357 -2.7034 -2.4201 -2.1839 -1.9893 -1.8304 -1.7022 -1.5997 -1.5181 -1.4511
 -1.3918
 -6.5667 -6.2741 -6.0535 -5.8949 -5.7841 -5.6923 -5.6024 -5.5153 -5.4355 -5.3522
 -5.2555 -5.1528 -5.0555 -4.9661 -4.8813 -4.6678 -4.4167 -4.0998 -3.7382 -3.3624
 -2.9996 -2.6708 -2.3869 -2.1486 -1.9528 -1.7936 -1.6664 -1.5659 -1.4881 -1.4291
 -1.3830
 -6.9734 -6.5822 -6.2539 -5.9875 -5.7794 -5.6211 -5.5024 -5.4095 -5.3246 -5.2376
 -5.1493 -5.0515 -4.9528 -4.8600 -4.7722 -4.5560 -4.3146 -4.0189 -3.6806 -3.3285
 -2.9824 -2.6593 -2.3736 -2.1306 -1.9295 -1.7657 -1.6353 -1.5334 -1.4560 -1.3985
 -1.3586
 -7.5115 -7.0145 -6.5918 -6.2332 -5.9342 -5.6905 -5.4951 -5.3387 -5.2145 -5.1154
 -5.0321 -4.9536 -4.8685 -4.7796 -4.6916 -4.4750 -4.2396 -3.9601 -3.6401 -3.3060
 -2.9755 -2.6604 -2.3742 -2.1256 -1.9172 -1.7462 -1.6096 -1.5027 -1.4223 -1.3647
 -1.3255
 -8.2787 -7.6290 -7.0833 -6.6218 -6.2308 -5.9011 -5.6271 -5.4016 -5.2166 -5.0648
 -4.9409 -4.8406 -4.7559 -4.6781 -4.6395 -4.4248 -4.1917 -3.9234 -3.6167
