 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  V   
 -6.6746 -6.3395 -6.0683 -5.8648 -5.7180 -5.5908 -5.3997 -4.9796 -4.3580 -3.6857
 -3.0784 -2.5982 -2.2393 -1.9768 -1.7817 -1.4609 -1.2517 -1.1010 -0.9893 -0.9027
 -0.8333 -0.7774
 -6.6053 -6.2262 -5.8991 -5.6328 -5.4285 -5.2701 -5.1071 -4.8121 -4.3210 -3.7286
 -3.1537 -2.6702 -2.2963 -2.0168 -1.8079 -1.4701 -1.2565 -1.1035 -0.9919 -0.9075
 -0.8409 -0.7876 -0.7449 -0.7108
 -6.4987 -6.1193 -5.7717 -5.4652 -5.2070 -4.9976 -4.8203 -4.6033 -4.2353 -3.7399
 -3.2150 -2.7444 -2.3625 -2.0679 -1.8442 -1.4853 -1.2658 -1.1095 -0.9962 -0.9125
 -0.8481 -0.7970 -0.7564 -0.7242 -0.6988 -0.6793 -0.6666 -0.6623 -0.6642 -0.6718
 -6.1355 -5.8393 -5.5559 -5.2820 -5.0228 -4.7841 -4.5695 -4.3678 -4.0976 -3.7069
 -3.2508 -2.8089 -2.4298 -2.1248 -1.8882 -1.5053 -1.2782 -1.1185 -1.0021 -0.9176
 -0.8544 -0.8053 -0.7669 -0.7369 -0.7134 -0.6948 -0.6817 -0.6750 -0.6751 -0.6817
 -0.6939
 -5.7647 -5.4028 -5.1218 -4.9026 -4.7155 -4.5348 -4.3451 -4.1395 -3.9140 -3.6175
 -3.2444 -2.8497 -2.4872 -2.1819 -1.9362 -1.5297 -1.2929 -1.1295 -1.0097 -0.9230
 -0.8598 -0.8123 -0.7759 -0.7481 -0.7272 -0.7113 -0.6999 -0.6927 -0.6901 -0.6942
 -0.7051
 -5.6357 -5.2060 -4.8357 -4.5414 -4.3149 -4.1363 -3.9823 -3.8307 -3.6559 -3.4349
 -3.1553 -2.8364 -2.5159 -2.2255 -1.9798 -1.5554 -1.3075 -1.1405 -1.0175 -0.9277
 -0.8634 -0.8167 -0.7823 -0.7570 -0.7387 -0.7258 -0.7171 -0.7116 -0.7091 -0.7112
 -0.7191
 -5.6990 -5.2010 -4.7687 -4.3985 -4.0950 -3.8532 -3.6579 -3.4883 -3.3235 -3.1455
 -2.9395 -2.7017 -2.4587 -2.2247 -2.0087 -1.5876 -1.3267 -1.1546 -1.0285 -0.9350
 -0.8681 -0.8209 -0.7876 -0.7642 -0.7485 -0.7387 -0.7331 -0.7305 -0.7303 -0.7330
 -0.7384
 -5.8424 -5.3162 -4.8355 -4.4074 -4.0397 -3.7320 -3.4784 -3.2668 -3.0810 -2.9043
 -2.7179 -2.5215 -2.3213 -2.1303 -1.9587 -1.6072 -1.3477 -1.1696 -1.0404 -0.9435
 -0.8731 -0.8242 -0.7909 -0.7690 -0.7554 -0.7484 -0.7463 -0.7472 -0.7501 -0.7548
 -0.7630
 -5.9968 -5.4707 -4.9676 -4.5056 -4.0914 -3.7304 -3.4231 -3.1636 -2.9428 -2.7482
 -2.5670 -2.3890 -2.2124 -2.0438 -1.8298 -1.6142 -1.3705 -1.1855 -1.0532
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value =  V   
 -7.2463 -7.1284 -7.0414 -6.9333 -6.7527 -6.4586 -6.0180 -5.4049 -4.6409 -3.8752
 -3.1799 -2.6584 -2.2903 -2.0276 -1.8326 -1.5058 -1.2883 -1.1266 -0.9962
 -6.9475 -6.7898 -6.8323 -6.9250 -6.9213 -6.7031 -6.1751 -5.3636 -4.5821 -3.8285
 -3.1577 -2.6438 -2.2734 -2.0070 -1.8094 -1.4820 -1.2674 -1.1104 -0.9891 -0.8910
 -6.7317 -6.5155 -6.3701 -6.2843 -6.2293 -6.1522 -5.9364 -5.3499 -4.5890 -3.8578
 -3.2024 -2.6833 -2.2987 -2.0193 -1.8124 -1.4750 -1.2587 -1.1030 -0.9855 -0.8924
 -0.8167
 -6.5969 -6.3171 -6.1063 -5.9645 -5.8750 -5.7961 -5.6459 -5.2528 -4.6072 -3.9175
 -3.2803 -2.7525 -2.3519 -2.0545 -1.8337 -1.4792 -1.2584 -1.1014 -0.9854 -0.8956
 -0.8234 -0.7649
 -6.5287 -6.1902 -5.9178 -5.7081 -5.5629 -5.4592 -5.3414 -5.0816 -4.5959 -3.9748
 -3.3676 -2.8396 -2.4232 -2.1066 -1.8692 -1.4917 -1.2642 -1.1044 -0.9878 -0.8997
 -0.8302 -0.7743 -0.7294 -0.6937
 -6.4878 -6.1157 -5.7949 -5.5257 -5.3155 -5.1610 -5.0357 -4.8585 -4.5136 -4.0056
 -3.4455 -2.9300 -2.5047 -2.1711 -1.9164 -1.5111 -1.2747 -1.1109 -0.9921 -0.9043
 -0.8367 -0.7830 -0.7401 -0.7060 -0.6792 -0.6594 -0.6472 -0.6439 -0.6468 -0.6560
 -6.2794 -5.9595 -5.6588 -5.3791 -5.1325 -4.9252 -4.7581 -4.6045 -4.3659 -3.9822
 -3.4978 -3.0122 -2.5871 -2.2422 -1.9724 -1.5368 -1.2887 -1.1205 -0.9984 -0.9093
 -0.8426 -0.7908 -0.7498 -0.7175 -0.6924 -0.6729 -0.6598 -0.6540 -0.6558 -0.6636
 -0.6774
 -5.8385 -5.5527 -5.3243 -5.1198 -4.9196 -4.7228 -4.5332 -4.3553 -4.1671 -3.8889
 -3.5036 -3.0709 -2.6629 -2.3141 -2.0334 -1.5683 -1.3057 -1.1327 -1.0069 -0.9150
 -0.8478 -0.7973 -0.7581 -0.7279 -0.7046 -0.6873 -0.6755 -0.6686 -0.6677 -0.6739
 -0.6863
 -5.6149 -5.2346 -4.9278 -4.6956 -4.5207 -4.3793 -4.2479 -4.1073 -3.9423 -3.7260
 -3.4357 -3.0777 -2.7079 -2.3723 -2.0892 -1.6016 -1.3234 -1.1449 -1.0157 -0.9205
 -0.8518 -0.8016 -0.7641 -0.7359 -0.7149 -0.6998 -0.6901 -0.6848 -0.6838 -0.6877
 -0.6980
 -5.5983 -5.1558 -4.7730 -4.4561 -4.2069 -4.0166 -3.8681 -3.7421 -3.6225 -3.4751
 -3.2711 -3.0095 -2.7121 -2.4146 -2.1434 -1.6429 -1.3470 -1.1609 -1.0281 -0.9292
 -0.8573 -0.8061 -0.7694 -0.7428 -0.7238 -0.7112 -0.7040 -0.7010 -0.7016 -0.7046
 -0.7135
 -5.7075 -5.2256 -4.7868 -4.4045 -4.0832 -3.8215 -3.6126 -3.4436 -3.2976 -3.1555
 -2.9983 -2.8068 -2.5871 -2.3596 -2.1401 -1.6813 -1.3736 -1.1783 -1.0417 -0.9394
 -0.8640 -0.8104 -0.7733 -0.7477 -0.7306 -0.7202 -0.7157 -0.7155 -0.7187 -0.7246
 -0.7333
 -5.8733 -5.3715 -4.9013 -4.4740 -4.0961 -3.7734 -3.5033 -3.2797 -3.0923 -2.9268
 -2.7680 -2.6022 -2.4233 -2.2378 -2.0793 -1.7168 -1.4032 -1.1971 -1.0565
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value =  V   
 -7.1294 -7.0772 -6.7115 -6.2484 -5.8423 -5.5658 -5.4590 -5.4372 -4.7649 -4.0658
 -3.3646 -2.7978 -2.3887 -2.0946 -1.8784 -1.5241 -1.2970 -1.1294 -0.9980
 -6.8444 -6.7594 -6.7420 -7.1356 -7.1614 -6.8549 -6.2477 -5.4456 -4.7278 -4.0240
 -3.3469 -2.7919 -2.3813 -2.0823 -1.8614 -1.5040 -1.2783 -1.1152 -0.9895 -0.8886
 -6.6172 -6.4710 -6.4054 -6.3782 -6.3609 -6.3276 -6.1430 -5.4932 -4.7512 -4.0565
 -3.3964 -2.8411 -2.4172 -2.1043 -1.8716 -1.4998 -1.2709 -1.1085 -0.9864 -0.8896
 -0.8103
 -6.4736 -6.2593 -6.1171 -6.0401 -6.0047 -5.9677 -5.8547 -5.4742 -4.8034 -4.1182
 -3.4757 -2.9219 -2.4821 -2.1507 -1.9015 -1.5071 -1.2715 -1.1072 -0.9861 -0.8922
 -0.8165 -0.7549
 -6.3941 -6.1149 -5.9002 -5.7552 -5.6710 -5.6178 -5.5402 -5.3148 -4.8173 -4.1917
 -3.5701 -3.0171 -2.5657 -2.2140 -1.9471 -1.5235 -1.2782 -1.1102 -0.9881 -0.8957
 -0.8226 -0.7634 -0.7158 -0.6781
 -6.3624 -6.0369 -5.7610 -5.5448 -5.3930 -5.2956 -5.2179 -5.0789 -4.7544 -4.2319
 -3.6611 -3.1179 -2.6593 -2.2910 -2.0054 -1.5482 -1.2899 -1.1170 -0.9922 -0.8997
 -0.8283 -0.7714 -0.7257 -0.6894 -0.6611 -0.6402 -0.6278 -0.6247 -0.6282 -0.6388
 -6.2758 -5.9521 -5.6604 -5.4016 -5.1895 -5.0296 -4.9150 -4.8064 -4.5991 -4.2211
 -3.7218 -3.2126 -2.7544 -2.3746 -2.0732 -1.5807 -1.3059 -1.1273 -0.9987 -0.9044
 -0.8337 -0.7785 -0.7347 -0.7000 -0.6729 -0.6524 -0.6388 -0.6326 -0.6352 -0.6440
 -0.6595
 -5.9245 -5.6872 -5.4554 -5.2304 -5.0188 -4.8276 -4.6647 -4.5314 -4.3826 -4.1281
 -3.7368 -3.2831 -2.8412 -2.4589 -2.1460 -1.6202 -1.3260 -1.1401 -1.0075 -0.9102
 -0.8386 -0.7845 -0.7424 -0.7095 -0.6840 -0.6647 -0.6517 -0.6446 -0.6443 -0.6520
 -0.6658
 -5.5832 -5.2716 -5.0334 -4.8558 -4.7107 -4.5745 -4.4350 -4.2907 -4.1453 -3.9551
 -3.6751 -3.3008 -2.8984 -2.5274 -2.2125 -1.6619 -1.3477 -1.1537 -1.0172 -0.9163
 -0.8427 -0.7886 -0.7479 -0.7168 -0.6931 -0.6756 -0.6641 -0.6577 -0.6569 -0.6625
 -0.6749
 -5.4876 -5.1031 -4.7774 -4.5192 -4.3239 -4.1812 -4.0713 -3.9759 -3.8782 -3.7436
 -3.5416 -3.2642 -2.9289 -2.5889 -2.2809 -1.7124 -1.3767 -1.1717 -1.0306 -0.9260
 -0.8489 -0.7933 -0.7530 -0.7232 -0.7013 -0.6857 -0.6761 -0.6716 -0.6720 -0.6772
 -0.6871
 -5.5456 -5.1111 -4.7244 -4.3928 -4.1205 -3.9066 -3.7434 -3.6164 -3.5111 -3.4085
 -3.2854 -3.1063 -2.8665 -2.5932 -2.3198 -1.7629 -1.4095 -1.1920 -1.0457 -0.9376
 -0.8568 -0.7984 -0.7572 -0.7281 -0.7077 -0.6940 -0.6865 -0.6841 -0.6864 -0.6928
 -0.7030
 -5.6943 -5.2302 -4.8012 -4.4156 -4.0816 -3.8003 -3.5712 -3.3874 -3.2375 -3.1071
 -2.9812 -2.8412 -2.6757 -2.4785 -2.3292 -1.8134 -1.4461 -1.2146 -1.0625
