 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  V   
 -7.0378 -6.5692 -6.1493 -5.7848 -5.4742 -5.1902 -4.8341 -4.3037 -3.6930 -3.1158
 -2.6464 -2.2938 -2.0340 -1.8394 -1.6871 -1.4076 -1.2118 -1.0730 -0.9704 -0.8894
 -0.8239 -0.7713
 -6.7944 -6.4077 -5.9770 -5.5847 -5.2349 -4.9202 -4.6021 -4.1719 -3.6530 -3.1342
 -2.6851 -2.3308 -2.0623 -1.8593 -1.7014 -1.4162 -1.2158 -1.0738 -0.9716 -0.8931
 -0.8305 -0.7807 -0.7409 -0.7085
 -6.4265 -6.0472 -5.6978 -5.3581 -5.0250 -4.6985 -4.3782 -4.0212 -3.5880 -3.1331
 -2.7162 -2.3694 -2.0964 -1.8858 -1.7216 -1.4296 -1.2251 -1.0783 -0.9745 -0.8971
 -0.8368 -0.7894 -0.7520 -0.7220 -0.6975 -0.6780 -0.6653 -0.6607 -0.6625 -0.6701
 -6.0421 -5.5738 -5.1997 -4.9010 -4.6459 -4.4009 -4.1377 -3.8359 -3.4854 -3.1014
 -2.7286 -2.4002 -2.1300 -1.9152 -1.7452 -1.4459 -1.2381 -1.0861 -0.9787 -0.9011
 -0.8423 -0.7970 -0.7621 -0.7347 -0.7127 -0.6946 -0.6814 -0.6741 -0.6737 -0.6803
 -0.6926
 -5.9146 -5.3628 -4.8981 -4.5216 -4.2188 -3.9640 -3.7327 -3.5018 -3.2481 -2.9713
 -2.6842 -2.4055 -2.1548 -1.9433 -1.7706 -1.4637 -1.2532 -1.0967 -0.9845 -0.9050
 -0.8467 -0.8030 -0.7704 -0.7460 -0.7270 -0.7119 -0.7005 -0.6928 -0.6895 -0.6931
 -0.7042
 -5.9396 -5.3341 -4.8003 -4.3484 -3.9769 -3.6718 -3.4116 -3.1736 -2.9403 -2.7107
 -2.4956 -2.2995 -2.1173 -1.9456 -1.7878 -1.4804 -1.2676 -1.1080 -0.9907 -0.9080
 -0.8491 -0.8066 -0.7761 -0.7545 -0.7390 -0.7274 -0.7189 -0.7130 -0.7101 -0.7110
 -0.7183
 -6.0464 -5.4136 -4.8363 -4.3267 -3.8940 -3.5351 -3.2374 -2.9829 -2.7540 -2.5397
 -2.3408 -2.1642 -2.0133 -1.8835 -1.7663 -1.4986 -1.2849 -1.1227 -1.0007 -0.9131
 -0.8519 -0.8093 -0.7801 -0.7608 -0.7485 -0.7408 -0.7360 -0.7332 -0.7323 -0.7341
 -0.7386
 -6.1457 -5.5228 -4.9274 -4.3860 -3.9091 -3.5041 -3.1674 -2.8876 -2.6507 -2.4436
 -2.2577 -2.0915 -1.9462 -1.8220 -1.7162 -1.4970 -1.3013 -1.1382 -1.0124 -0.9196
 -0.8546 -0.8106 -0.7817 -0.7640 -0.7544 -0.7503 -0.7497 -0.7509 -0.7534 -0.7572
 -0.7627
 -6.2098 -5.6098 -5.0282 -4.4793 -3.9805 -3.5439 -3.1741 -2.8669 -2.6122 -2.3988
 -2.2160 -2.0565 -1.9164 -1.7942 -1.6375 -1.4756 -1.3168 -1.1545 -1.0258
 [Fe/H] =  0.25 [alpha/Fe] = 0.00 BC value =  V   
 -7.7496 -7.4432 -7.1902 -6.9495 -6.6594 -6.2647 -5.7212 -4.9931 -4.1168 -3.3376
 -2.7682 -2.3752 -2.0989 -1.8957 -1.7352 -1.4471 -1.2474 -1.0988 -0.9802
 -7.4232 -7.0773 -6.7951 -6.5755 -6.3899 -6.1441 -5.6532 -4.8495 -4.0218 -3.2870
 -2.7341 -2.3445 -2.0685 -1.8650 -1.7069 -1.4211 -1.2240 -1.0799 -0.9686 -0.8774
 -7.2153 -6.8215 -6.4919 -6.2301 -6.0203 -5.7978 -5.4055 -4.7446 -3.9954 -3.3022
 -2.7559 -2.3580 -2.0729 -1.8629 -1.7011 -1.4116 -1.2127 -1.0706 -0.9636 -0.8774
 -0.8057
 -7.0885 -6.6523 -6.2719 -5.9561 -5.7028 -5.4764 -5.1661 -4.6390 -3.9887 -3.3430
 -2.8055 -2.3977 -2.0995 -1.8792 -1.7107 -1.4141 -1.2110 -1.0674 -0.9621 -0.8794
 -0.8119 -0.7571
 -6.9830 -6.5279 -6.1153 -5.7534 -5.4503 -5.1903 -4.9224 -4.5129 -3.9657 -3.3832
 -2.8636 -2.4511 -2.1401 -1.9078 -1.7308 -1.4246 -1.2164 -1.0688 -0.9632 -0.8825
 -0.8178 -0.7656 -0.7239 -0.6906
 -6.7232 -6.3233 -5.9392 -5.5796 -5.2502 -4.9542 -4.6819 -4.3545 -3.9095 -3.4009
 -2.9147 -2.5079 -2.1880 -1.9445 -1.7579 -1.4403 -1.2271 -1.0743 -0.9663 -0.8863
 -0.8236 -0.7736 -0.7340 -0.7026 -0.6776 -0.6585 -0.6464 -0.6431 -0.6459 -0.6547
 -6.2286 -5.8491 -5.5325 -5.2637 -5.0032 -4.7382 -4.4638 -4.1712 -3.8120 -3.3835
 -2.9466 -2.5568 -2.2367 -1.9853 -1.7899 -1.4593 -1.2416 -1.0834 -0.9711 -0.8903
 -0.8288 -0.7807 -0.7432 -0.7140 -0.6910 -0.6731 -0.6604 -0.6538 -0.6552 -0.6628
 -0.6765
 -5.9872 -5.4988 -5.1033 -4.7951 -4.5516 -4.3447 -4.1461 -3.9239 -3.6470 -3.3114
 -2.9436 -2.5883 -2.2791 -2.0259 -1.8242 -1.4805 -1.2584 -1.0958 -0.9782 -0.8946
 -0.8333 -0.7866 -0.7510 -0.7241 -0.7036 -0.6878 -0.6765 -0.6697 -0.6680 -0.6737
 -0.6861
 -5.9521 -5.3959 -4.9166 -4.5234 -4.2087 -3.9547 -3.7367 -3.5315 -3.3154 -3.0727
 -2.8113 -2.5452 -2.2873 -2.0536 -1.8543 -1.5013 -1.2747 -1.1089 -0.9861 -0.8986
 -0.8362 -0.7903 -0.7565 -0.7318 -0.7140 -0.7011 -0.6923 -0.6871 -0.6856 -0.6886
 -0.6983
 -6.0446 -5.4478 -4.9098 -4.4453 -4.0579 -3.7402 -3.4767 -3.2464 -3.0283 -2.8075
 -2.5888 -2.3812 -2.1921 -2.0195 -1.8601 -1.5261 -1.2943 -1.1256 -0.9983 -0.9055
 -0.8401 -0.7937 -0.7608 -0.7380 -0.7226 -0.7128 -0.7072 -0.7047 -0.7050 -0.7083
 -0.7154
 -6.1724 -5.5660 -4.9963 -4.4839 -4.0385 -3.6624 -3.3489 -3.0852 -2.8545 -2.6421
 -2.4396 -2.2498 -2.0796 -1.9320 -1.8043 -1.5364 -1.3141 -1.1432 -1.0123 -0.9144
 -0.8447 -0.7964 -0.7634 -0.7417 -0.7285 -0.7215 -0.7194 -0.7203 -0.7235 -0.7288
 -0.7365
 -6.2788 -5.6848 -5.1155 -4.5780 -4.0980 -3.6774 -3.3200 -3.0202 -2.7669 -2.5487
 -2.3540 -2.1773 -2.0179 -1.8772 -1.6869 -1.5322 -1.3341 -1.1617 -1.0281
 [Fe/H] =  0.50 [alpha/Fe] = 0.00 BC value =  V   
 -7.7238 -7.9186 -7.8900 -7.6612 -7.2525 -6.6816 -5.9645 -5.1456 -4.3349 -3.5402
 -2.9120 -2.4688 -2.1583 -1.9314 -1.7582 -1.4512 -1.2456 -1.0938 -0.9751
 -7.4108 -7.1135 -6.8833 -6.7194 -6.6037 -6.3753 -5.8670 -5.0550 -4.2515 -3.4931
 -2.8847 -2.4462 -2.1343 -1.9068 -1.7334 -1.4296 -1.2250 -1.0763 -0.9593 -0.8652
 -7.2066 -6.8533 -6.5781 -6.3727 -6.2184 -6.0427 -5.6774 -5.0027 -4.2415 -3.5175
 -2.9183 -2.4704 -2.1473 -1.9109 -1.7318 -1.4224 -1.2152 -1.0677 -0.9577 -0.8698
 -0.7963
 -7.0833 -6.6849 -6.3492 -6.0858 -5.8892 -5.7154 -5.4431 -4.9256 -4.2513 -3.5714
 -2.9799 -2.5227 -2.1842 -1.9346 -1.7464 -1.4266 -1.2146 -1.0650 -0.9562 -0.8712
 -0.8015 -0.7444
 -7.0052 -6.5735 -6.1910 -5.8695 -5.6189 -5.4131 -5.1909 -4.8093 -4.2475 -3.6255
 -3.0535 -2.5903 -2.2367 -1.9723 -1.7726 -1.4390 -1.2209 -1.0670 -0.9572 -0.8738
 -0.8067 -0.7519 -0.7079 -0.6732
 -6.8727 -6.4507 -6.0600 -5.7091 -5.4063 -5.1550 -4.9344 -4.6427 -4.2026 -3.6608
 -3.1233 -2.6622 -2.2983 -2.0196 -1.8076 -1.4570 -1.2327 -1.0732 -0.9603 -0.8772
 -0.8119 -0.7593 -0.7172 -0.6840 -0.6580 -0.6385 -0.6268 -0.6237 -0.6278 -0.6380
 -6.4717 -6.0742 -5.8097 -5.5084 -5.2200 -4.9493 -4.6999 -4.4463 -4.1051 -3.6576
 -3.1733 -2.7293 -2.3613 -2.0721 -1.8487 -1.4793 -1.2484 -1.0834 -0.9657 -0.8811
 -0.8168 -0.7660 -0.7257 -0.6943 -0.6698 -0.6511 -0.6384 -0.6325 -0.6351 -0.6439
 -0.6590
 -6.0656 -5.6490 -5.3257 -5.0768 -4.8700 -4.6748 -4.4683 -4.2374 -3.9589 -3.6024
 -3.1878 -2.7779 -2.4185 -2.1254 -1.8929 -1.5049 -1.2668 -1.0972 -0.9737 -0.8858
 -0.8213 -0.7717 -0.7331 -0.7035 -0.6810 -0.6639 -0.6521 -0.6456 -0.6451 -0.6525
 -0.6660
 -5.9439 -5.4410 -5.0229 -4.6921 -4.4372 -4.2362 -4.0653 -3.8995 -3.7042 -3.4466
 -3.1295 -2.7839 -2.4541 -2.1682 -1.9332 -1.5306 -1.2850 -1.1117 -0.9831 -0.8907
 -0.8245 -0.7753 -0.7383 -0.7106 -0.6902 -0.6753 -0.6655 -0.6602 -0.6595 -0.6642
 -0.6761
 -5.9958 -5.4389 -4.9478 -4.5353 -4.2008 -3.9343 -3.7170 -3.5271 -3.3428 -3.1421
 -2.9143 -2.6689 -2.4209 -2.1839 -1.9683 -1.5618 -1.3072 -1.1301 -0.9972 -0.8992
 -0.8294 -0.7793 -0.7429 -0.7166 -0.6981 -0.6857 -0.6784 -0.6751 -0.6758 -0.6805
 -0.6897
 -6.1297 -5.5446 -5.0082 -4.5338 -4.1304 -3.7958 -3.5209 -3.2899 -3.0839 -2.8847
 -2.6810 -2.4762 -2.2793 -2.0982 -1.9335 -1.5869 -1.3306 -1.1497 -1.0134 -0.9103
 -0.8357 -0.7832 -0.7463 -0.7208 -0.7039 -0.6937 -0.6891 -0.6886 -0.6917 -0.6979
 -0.7074
 -6.2635 -5.6840 -5.1286 -4.6203 -4.1672 -3.7772 -3.4481 -3.1721 -2.9368 -2.7277
 -2.5321 -2.3442 -2.1664 -2.0047 -1.8288 -1.6059 -1.3552 -1.1705 -1.0317
 [Fe/H] =  0.75 [alpha/Fe] = 0.00 BC value =  V   
 -7.6429 -7.6557 -7.5275 -7.2730 -6.9053 -6.4356 -5.8739 -5.2293 -4.5086 -3.7462
 -3.0799 -2.5874 -2.2389 -1.9872 -1.7956 -1.4645 -1.2503 -1.0937 -0.9721
 -7.3477 -7.1052 -6.9386 -6.8335 -6.7295 -6.4864 -5.9700 -5.1839 -4.4401 -3.7016
 -3.0587 -2.5723 -2.2219 -1.9667 -1.7748 -1.4475 -1.2323 -1.0778 -0.9604 -0.8659
 -7.1483 -6.8175 -6.6304 -6.4845 -6.3829 -6.2475 -5.8961 -5.1892 -4.4438 -3.7283
 -3.0976 -2.6055 -2.2429 -1.9769 -1.7772 -1.4422 -1.2244 -1.0700 -0.9557 -0.8653
 -0.7901
 -7.0269 -6.6736 -6.3899 -6.1841 -6.0440 -5.9170 -5.6816 -5.1669 -4.4722 -3.7880
 -3.1671 -2.6679 -2.2892 -2.0081 -1.7968 -1.4476 -1.2243 -1.0676 -0.9541 -0.8662
 -0.7939 -0.7341
 -6.9604 -6.5636 -6.2224 -5.9496 -5.7547 -5.6010 -5.4199 -5.0634 -4.4888 -3.8497
 -3.2502 -2.7464 -2.3530 -2.0548 -1.8296 -1.4615 -1.2311 -1.0698 -0.9549 -0.8682
 -0.7984 -0.7408 -0.6941 -0.6572
 -6.8934 -6.4806 -6.1069 -5.7834 -5.5207 -5.3204 -5.1480 -4.8900 -4.4609 -3.8998
 -3.3302 -2.8306 -2.4266 -2.1127 -1.8729 -1.4823 -1.2434 -1.0763 -0.9580 -0.8711
 -0.8029 -0.7473 -0.7025 -0.6670 -0.6395 -0.6193 -0.6077 -0.6050 -0.6089 -0.6204
 -6.6533 -6.2943 -5.9542 -5.6344 -5.3460 -5.0978 -4.8912 -4.6786 -4.3625 -3.9096
 -3.3944 -2.9095 -2.5012 -2.1766 -1.9234 -1.5087 -1.2601 -1.0871 -0.9636 -0.8748
 -0.8073 -0.7535 -0.7103 -0.6763 -0.6500 -0.6302 -0.6170 -0.6113 -0.6143 -0.6238
 -0.6403
 -6.1680 -5.8416 -5.5662 -5.3321 -5.1137 -4.8917 -4.6734 -4.4596 -4.2075 -3.8598
 -3.4219 -2.9722 -2.5732 -2.2417 -1.9777 -1.5396 -1.2802 -1.1018 -0.9724 -0.8797
 -0.8116 -0.7589 -0.7173 -0.6848 -0.6600 -0.6414 -0.6286 -0.6216 -0.6217 -0.6301
 -0.6447
 -5.9340 -5.4933 -5.1428 -4.8730 -4.6712 -4.5108 -4.3640 -4.2053 -4.0065 -3.7370
 -3.3887 -2.9966 -2.6208 -2.2954 -2.0278 -1.5710 -1.3006 -1.1175 -0.9829 -0.8853
 -0.8151 -0.7625 -0.7222 -0.6914 -0.6682 -0.6513 -0.6399 -0.6337 -0.6330 -0.6387
 -0.6521
 -5.9213 -5.4119 -4.9746 -4.6173 -4.3387 -4.1243 -3.9544 -3.8096 -3.6670 -3.4936
 -3.2566 -2.9611 -2.6424 -2.3412 -2.0788 -1.6089 -1.3260 -1.1375 -0.9984 -0.8951
 -0.8208 -0.7669 -0.7270 -0.6973 -0.6757 -0.6605 -0.6510 -0.6463 -0.6465 -0.6520
 -0.6624
 -6.0324 -5.4837 -4.9868 -4.5571 -4.2005 -3.9129 -3.6827 -3.4927 -3.3240 -3.1576
 -2.9750 -2.7656 -2.5383 -2.3086 -2.0903 -1.6457 -1.3534 -1.1590 -1.0164 -0.9080
 -0.8285 -0.7717 -0.7310 -0.7018 -0.6814 -0.6679 -0.6605 -0.6579 -0.6598 -0.6661
 -0.6771
 -6.1864 -5.6240 -5.0957 -4.6186 -4.2012 -3.8486 -3.5564 -3.3146 -3.1089 -2.9236
 -2.7432 -2.5580 -2.3715 -2.1885 -2.0623 -1.6814 -1.3828 -1.1820 -1.0369
 [Fe/H] =  1.00 [alpha/Fe] = 0.00 BC value =  V   
 -7.5218 -7.5274 -7.4058 -7.1704 -6.8327 -6.4032 -5.8907 -5.3034 -4.6490 -3.9452
 -3.2630 -2.7271 -2.3401 -2.0597 -1.8492 -1.4912 -1.2616 -1.0989 -0.9713
 -7.2394 -7.6004 -7.7027 -7.5730 -7.2345 -6.7079 -6.0232 -5.2768 -4.5937 -3.9014
 -3.2457 -2.7199 -2.3308 -2.0458 -1.8323 -1.4770 -1.2477 -1.0850 -0.9634 -0.8657
 -7.0400 -7.1213 -6.6535 -6.5710 -6.5184 -6.4183 -6.0308 -5.3081 -4.6057 -3.9233
 -3.2875 -2.7608 -2.3599 -2.0624 -1.8394 -1.4729 -1.2416 -1.0789 -0.9592 -0.8649
 -0.7872
 -6.9166 -6.6182 -6.3963 -6.2545 -6.1710 -6.0861 -5.8806 -5.3522 -4.6538 -3.9830
 -3.3609 -2.8314 -2.4150 -2.1012 -1.8644 -1.4795 -1.2420 -1.0769 -0.9575 -0.8654
 -0.7906 -0.7277
 -6.8549 -6.5028 -6.2128 -5.9982 -5.8623 -5.7589 -5.6143 -5.2797 -4.6945 -4.0505
 -3.4447 -2.9158 -2.4883 -2.1567 -1.9042 -1.4952 -1.2487 -1.0790 -0.9580 -0.8673
 -0.7943 -0.7336 -0.6838 -0.6443
 -6.8198 -6.4357 -6.0962 -5.8153 -5.6041 -5.4580 -5.3302 -5.1030 -4.6831 -4.1109
 -3.5303 -3.0073 -2.5711 -2.2243 -1.9558 -1.5190 -1.2613 -1.0854 -0.9608 -0.8695
 -0.7981 -0.7393 -0.6914 -0.6530 -0.6232 -0.6023 -0.5905 -0.5866 -0.5904 -0.6026
 -6.7069 -6.3349 -5.9935 -5.6838 -5.4197 -5.2105 -5.0519 -4.8782 -4.5859 -4.1317
 -3.6016 -3.0950 -2.6552 -2.2987 -2.0157 -1.5501 -1.2790 -1.0964 -0.9663 -0.8728
 -0.8018 -0.7447 -0.6984 -0.6614 -0.6323 -0.6110 -0.5974 -0.5917 -0.5939 -0.6036
 -0.6211
 -6.2964 -6.0199 -5.7516 -5.4920 -5.2456 -5.0173 -4.8161 -4.6403 -4.4189 -4.0873
 -3.6398 -3.1651 -2.7353 -2.3736 -2.0797 -1.5873 -1.3010 -1.1117 -0.9755 -0.8777
 -0.8057 -0.7497 -0.7047 -0.6692 -0.6417 -0.6213 -0.6070 -0.5994 -0.5994 -0.6076
 -0.6228
 -5.9305 -5.5604 -5.2795 -5.0665 -4.8978 -4.7418 -4.5798 -4.4083 -4.2151 -3.9610
 -3.6130 -3.1993 -2.7928 -2.4358 -2.1387 -1.6251 -1.3243 -1.1282 -0.9868 -0.8836
 -0.8091 -0.7530 -0.7093 -0.6751 -0.6491 -0.6299 -0.6167 -0.6091 -0.6078 -0.6137
 -0.6276
 -5.8341 -5.3822 -5.0031 -4.7051 -4.4816 -4.3149 -4.1861 -4.0736 -3.9514 -3.7806
 -3.5250 -3.1936 -2.8333 -2.4942 -2.1995 -1.6701 -1.3534 -1.1497 -1.0033 -0.8944
 -0.8153 -0.7575 -0.7140 -0.6808 -0.6560 -0.6381 -0.6263 -0.6198 -0.6188 -0.6239
 -0.6348
 -5.9014 -5.3974 -4.9485 -4.5693 -4.2631 -4.0237 -3.8386 -3.6910 -3.5639 -3.4382
 -3.2858 -3.0724 -2.8022 -2.5130 -2.2402 -1.7150 -1.3853 -1.1732 -1.0225 -0.9086
 -0.8240 -0.7630 -0.7184 -0.6855 -0.6616 -0.6450 -0.6347 -0.6296 -0.6298 -0.6351
 -0.6458
 -6.0517 -5.5205 -5.0289 -4.5895 -4.2134 -3.9026 -3.6508 -3.4471 -3.2773 -3.1249
 -2.9753 -2.8129 -2.6262 -2.4198 -2.2608 -1.7598 -1.4200 -1.1987 -1.0444
