	ID	log(g)	[Fe/H]	Teff	E(B-V)	BC_1	BC_2	BC_3	BC_4	BC_5
206238956	3.0295	0.9927564	4603.94	0	2.174	-0.12	0.612	-0.075	0.284	
206239697	2.4899	-0.95680695	4772.06	0	2.044	-0.1	0.54	-0.1	0.214	
206242642	2.9447	0.36144118	4666.52	0	2.132	-0.101	0.588	-0.062	0.257	
206246011	2.667	-0.030329862	4580.61	0	2.182	-0.138	0.557	-0.114	0.229	
206246651	2.1136	0.48476957	4240.42	0	2.414	-0.291	0.505	-0.287	0.183	
206246830	2.8135	-0.36139747	5004.68	0	1.909	-0.028	0.576	-0.011	0.247	
206249284	2.4335	-0.058617553	4876.07	0	1.995	-0.045	0.591	-0.016	0.261	
206253936	2.3735	0.27854793	4714.63	0	2.1	-0.082	0.594	-0.042	0.262	
206254014	2.5164	-0.78627099	4681.37	0	2.105	-0.122	0.538	-0.12	0.213	
206254392	2.7946	0.019881939	4699.31	0	2.106	-0.096	0.575	-0.067	0.246	
206255139	2.341	0.069969797	4817.83	0	2.033	-0.056	0.594	-0.022	0.263	
206255910	2.5493	-0.3479724	4784.3	0	2.047	-0.08	0.567	-0.063	0.24	
206257202	2.2552	-0.73288805	4685.06	0	2.105	-0.119	0.543	-0.114	0.218	
206257652	2.9551	0.21057821	4955.1	0	1.95	-0.019	0.607	0.018	0.275	
206259126	2.8458	-0.23344355	4828.22	0	2.021	-0.066	0.574	-0.045	0.246	
206260857	2.3772	-0.45003238	4934.11	0	1.952	-0.044	0.573	-0.029	0.245	
206261459	2.5599	0.19993792	4633.5	0	2.151	-0.113	0.577	-0.079	0.247	
206262009	2.6329	-0.14300421	4601.44	0	2.167	-0.133	0.555	-0.113	0.228	
206265026	2.6511	-0.56970428	4883.74	0	1.98	-0.061	0.562	-0.051	0.234	
206265038	2.4721	0.27856885	4508.64	0	2.233	-0.16	0.56	-0.129	0.231	
206266824	2.5199	0.088524578	4668.96	0	2.127	-0.103	0.577	-0.071	0.247	
206269425	2.1736	-0.72868824	4676.38	0	2.111	-0.121	0.544	-0.116	0.218	
206269742	2.2736	-0.57776651	4675.69	0	2.113	-0.118	0.549	-0.109	0.223	
206270185	2.576	-1.3671752	5021.03	0	1.882	-0.054	0.536	-0.059	0.208	
206270383	2.6874	-0.02078658	4712.84	0	2.097	-0.092	0.575	-0.064	0.246	
206271510	2.6737	-0.056180232	4656.53	0	2.133	-0.111	0.567	-0.086	0.238	
206272120	2.5873	-0.37279651	4681.91	0	2.111	-0.111	0.556	-0.098	0.229	
206273779	2.4857	-0.42058538	4803.99	0	2.033	-0.076	0.566	-0.062	0.239	
206278128	2.2547	-1.4561831	4989.52	0	1.902	-0.059	0.538	-0.064	0.211	
206278400	2.1009	-1.8039986	4980.21	0	1.905	-0.066	0.534	-0.075	0.207	
206281827	2.5715	-0.16096584	4717.46	0	2.092	-0.094	0.57	-0.071	0.242	
206282939	2.9158	-0.079839834	4858.06	0	2.005	-0.053	0.584	-0.027	0.255	
206284078	2.2598	-0.26289364	4954.37	0	1.944	-0.032	0.586	-0.01	0.257	
206284191	2.7673	-0.27313934	4751.41	0	2.068	-0.088	0.566	-0.07	0.239	
206289941	2.3571	0.06207871	4732.78	0	2.086	-0.081	0.585	-0.049	0.254	
206292951	2.5459	-1.4766369	5124.08	0	1.818	-0.039	0.531	-0.045	0.203	
206294914	2.9321	-0.23094323	4973.98	0	1.93	-0.03	0.582	-0.009	0.253	
206296941	2.6398	-0.2486692	4816.7	0	2.028	-0.068	0.574	-0.048	0.246	
206299411	2.3811	-0.21417047	4872.17	0	1.995	-0.051	0.583	-0.028	0.254	
206300051	2.7694	-0.27090346	4765.74	0	2.059	-0.084	0.568	-0.066	0.24	
206304853	2.4451	-0.23742106	4893.36	0	1.981	-0.047	0.582	-0.025	0.253	
206305916	2.7501	-0.37462472	4840.29	0	2.01	-0.066	0.568	-0.051	0.241	
206306389	2.3299	-0.084630309	4552.01	0	2.201	-0.148	0.552	-0.126	0.224	
206308317	2.7538	-0.029932631	4882.6	0	1.991	-0.044	0.59	-0.015	0.26	
206311391	3.0215	-0.17703402	5036.53	0	1.893	-0.015	0.586	0.007	0.256	
206311870	2.4605	-1.724646	5126.35	0	1.813	-0.044	0.526	-0.054	0.197	
206313684	2.1866	-0.1141396	4482.68	0	2.246	-0.176	0.54	-0.157	0.213	
206314187	2.5316	-0.43746686	4769.92	0	2.054	-0.086	0.562	-0.073	0.235	
206315277	2.445	-0.43624775	4659.31	0	2.125	-0.12	0.551	-0.108	0.225	
206316363	2.5249	-0.59566567	4681.75	0	2.108	-0.117	0.546	-0.11	0.22	
206319951	2.3587	-0.49632414	4981.43	0	1.922	-0.035	0.573	-0.021	0.245	
206320258	2.6425	0.47953935	4588.49	0	2.182	-0.126	0.584	-0.086	0.253	
206322094	2.6322	-0.42445071	4715.11	0	2.089	-0.103	0.556	-0.09	0.23	
206328599	2.826	-0.1956581	4887.32	0	1.985	-0.049	0.58	-0.027	0.251	
206329537	2.6986	0.21482056	4618.84	0	2.161	-0.119	0.575	-0.085	0.245	
206331788	2.429	0.20498682	4506.17	0	2.234	-0.161	0.557	-0.132	0.227	
206333689	2.6675	-0.51200156	4789.84	0	2.04	-0.084	0.559	-0.073	0.232	
206335422	2.2671	-0.34095889	4599.3	0	2.167	-0.137	0.549	-0.123	0.223	
206337829	2.3588	-0.39440731	5015.17	0	1.904	-0.024	0.579	-0.007	0.25	
206340061	2.4482	-0.95727378	4845.87	0	1.998	-0.081	0.545	-0.08	0.218	
206340229	2.3941	-0.20199793	4947.9	0	1.948	-0.032	0.587	-0.009	0.258	
206342320	2.4153	0.43453681	4708.41	0	2.105	-0.081	0.601	-0.036	0.269	
206347439	2.4562	-0.15221261	4613.73	0	2.159	-0.128	0.558	-0.107	0.23	
206350204	2.3541	-0.30322191	4857.94	0	2.002	-0.058	0.577	-0.038	0.249	
206350227	2.3657	-0.29123884	4828.01	0	2.021	-0.065	0.576	-0.045	0.248	
206357578	2.6117	-0.8367275	4850.12	0	1.996	-0.077	0.548	-0.074	0.222	
206357857	2.5861	-0.46779208	4705.33	0	2.095	-0.107	0.554	-0.096	0.227	
206358304	2.404	-0.95703372	4812.6	0	2.019	-0.089	0.544	-0.088	0.217	
206360126	2.4331	0.017028251	4776.16	0	2.058	-0.07	0.586	-0.039	0.256	
206361919	2.4638	0.043591127	4740.61	0	2.081	-0.08	0.584	-0.048	0.253	
206362356	2.421	-0.80080734	4685.76	0	2.102	-0.121	0.539	-0.119	0.213	
206363486	2.4149	-0.28852756	4792.07	0	2.043	-0.075	0.572	-0.056	0.245	
206366029	2.5659	0.019125423	4636.97	0	2.147	-0.115	0.568	-0.087	0.239	
206369189	2.4389	-0.32904255	4650.98	0	2.133	-0.12	0.555	-0.105	0.229	
206369951	2.5915	-0.1125607	5049.04	0	1.888	-0.008	0.594	0.018	0.264	
206370193	2.7298	-0.21144564	4794.23	0	2.043	-0.074	0.574	-0.053	0.245	
206370898	2.7512	0.21860264	4621.64	0	2.159	-0.118	0.575	-0.085	0.245	
206371409	2.8654	-0.42789397	4811.77	0	2.027	-0.076	0.563	-0.063	0.236	
206375988	2.7125	-0.78670811	4870.64	0	1.984	-0.071	0.551	-0.067	0.224	
206376625	2.9911	0.02222228	4806.15	0	2.039	-0.064	0.585	-0.035	0.255	
206378264	2.3585	0.032297679	4523.99	0	2.22	-0.156	0.552	-0.131	0.224	
206384822	1.9716	0.049933532	4195.79	0	2.443	-0.315	0.475	-0.314	0.152	
206389784	2.2791	-0.38901325	4483.47	0	2.242	-0.182	0.528	-0.174	0.203	
206390470	2.982	0.38839655	4772.07	0	2.065	-0.065	0.602	-0.024	0.27	
206404638	2.4736	-1.4504281	5081.06	0	1.844	-0.045	0.534	-0.05	0.206	
206405648	2.723	0.11735325	4783.73	0	2.055	-0.067	0.59	-0.033	0.259	
206409744	2.4193	-0.13812489	4746.68	0	2.075	-0.083	0.576	-0.059	0.247	
206409829	2.4312	-0.54236348	4865.01	0	1.993	-0.064	0.565	-0.052	0.237	
206410215	2.2483	-1.2963431	4805.28	0	2.019	-0.097	0.536	-0.101	0.21	
206420120	2.8779	-0.48092204	4699.48	0	2.098	-0.11	0.551	-0.1	0.224	
206420485	2.397	-0.27628416	4987.74	0	1.922	-0.026	0.585	-0.005	0.256	
206421600	3.0056	-0.08368461	5064.67	0	1.879	-0.006	0.593	0.02	0.262	
206424214	3.0027	-0.42448852	4870.19	0	1.99	-0.062	0.566	-0.048	0.238	
206426057	2.6495	-0.15343433	4647.58	0	2.137	-0.117	0.561	-0.096	0.234	
206427217	2.8911	-0.14233857	4719.95	0	2.091	-0.094	0.569	-0.072	0.241	
206427649	2.4486	-0.043742066	4954.69	0	1.947	-0.025	0.596	0.005	0.266	
206433313	2.5094	0.016642136	4718.49	0	2.095	-0.088	0.579	-0.058	0.249	
206434484	2.6174	0.42093562	4573.67	0	2.191	-0.132	0.578	-0.094	0.248	
206442484	2.6585	-0.45477924	4672.85	0	2.116	-0.117	0.55	-0.106	0.224	
206449598	2.7162	-0.0033096039	4706.85	0	2.101	-0.093	0.575	-0.065	0.246	
206452655	2.5404	-0.74120371	4851.18	0	1.997	-0.074	0.553	-0.068	0.226	
206467499	2.6698	-0.64841037	4899.26	0	1.969	-0.06	0.559	-0.052	0.231	
206469710	2.7578	0.15514722	4740.39	0	2.082	-0.079	0.587	-0.045	0.257	
206469745	2.5026	-0.45609933	4920.57	0	1.96	-0.048	0.571	-0.034	0.243	
206474004	3.0564	0.43311106	4880.11	0	1.999	-0.033	0.615	0.012	0.282	
206483199	2.6021	-0.37536775	4641.83	0	2.137	-0.125	0.551	-0.112	0.224	
206501912	2.5953	0.053134729	4540.14	0	2.21	-0.151	0.555	-0.126	0.226	
206506618	2.6853	0.15371955	4578.63	0	2.186	-0.135	0.565	-0.105	0.236	
206520071	2.6656	-0.31370216	4759.26	0	2.063	-0.086	0.566	-0.07	0.238	
206528539	2.9509	0.053467995	4792.31	0	2.048	-0.067	0.586	-0.036	0.256	
206534929	2.2727	-0.45343364	4924.77	0	1.958	-0.046	0.574	-0.03	0.246	
206550119	2.4041	0.77833752	4500.57	0	2.239	-0.159	0.584	-0.12	0.255	
212270583	2.5968	-0.4606407	4780.98	0	2.047	-0.084	0.561	-0.072	0.234	
212270773	2.2951	-0.5812163	4882.17	0	1.982	-0.06	0.565	-0.049	0.238	
212271048	2.6523	-0.63075373	4785.14	0	2.041	-0.088	0.553	-0.081	0.226	
212272465	2.4254	-1.0219803	4769.59	0	2.045	-0.102	0.538	-0.103	0.212	
212273930	3.0464	0.25307814	4775.13	0	2.062	-0.068	0.594	-0.031	0.263	
212274641	2.829	-0.81618068	4925.92	0	1.948	-0.06	0.55	-0.056	0.223	
212275521	2.4955	-1.709171	5141.55	0	1.804	-0.042	0.525	-0.051	0.197	
212277334	2.5345	-0.25723485	4677.68	0	2.116	-0.109	0.561	-0.091	0.234	
212277408	2.5093	-1.9562795	5222.65	0	1.752	-0.038	0.513	-0.051	0.184	
212277905	2.1713	-1.6398428	4976.56	0	1.908	-0.064	0.536	-0.071	0.209	
212278312	2.3824	-0.12947921	4560.4	0	2.195	-0.146	0.552	-0.126	0.224	
212281962	2.2991	0.32569302	4445.43	0	2.275	-0.185	0.551	-0.155	0.222	
212284436	2.3994	0.36012709	4815.35	0	2.038	-0.049	0.61	-0.004	0.277	
212284673	2.5781	-0.53598359	4713.15	0	2.088	-0.106	0.552	-0.097	0.225	
212286115	2.6296	-0.14904201	4681.53	0	2.115	-0.105	0.566	-0.083	0.238	
212286256	2.2723	-1.5638201	5028.24	0	1.877	-0.054	0.535	-0.061	0.208	
212286686	2.5012	-0.57602621	4690.43	0	2.103	-0.114	0.548	-0.106	0.222	
212286734	2.5667	-0.62606377	4727.85	0	2.077	-0.104	0.549	-0.097	0.223	
212287443	2.371	-0.46630148	4964.64	0	1.933	-0.038	0.574	-0.023	0.246	
212288420	2.6409	-0.30246967	4794.21	0	2.041	-0.076	0.57	-0.058	0.242	
212289738	2.5595	-0.16018556	4687.32	0	2.112	-0.103	0.567	-0.081	0.239	
212289909	2.9846	-0.20928569	4888.87	0	1.983	-0.05	0.579	-0.029	0.25	
212290958	2.3719	-0.71629112	5105.37	0	1.843	-0.018	0.563	-0.01	0.234	
212291221	2.399	-0.17996906	4462.18	0	2.259	-0.187	0.532	-0.172	0.206	
212292040	2.6796	-0.69237164	4879.48	0	1.98	-0.066	0.556	-0.059	0.228	
212293230	2.5726	-0.54532223	4754.39	0	2.062	-0.094	0.555	-0.085	0.228	
212293301	2.7981	0.3997675	4592.45	0	2.179	-0.126	0.579	-0.089	0.249	
212293577	2.2813	0.16204137	4442.11	0	2.276	-0.188	0.543	-0.163	0.214	
212293601	2.398	0.083624749	4837.63	0	2.021	-0.05	0.596	-0.016	0.265	
212294534	2.6321	0.43334234	4624.82	0	2.159	-0.112	0.587	-0.072	0.256	
212296145	2.1427	-1.6862795	5017.31	0	1.883	-0.057	0.535	-0.065	0.208	
212296445	2.3745	-0.028925339	4889.59	0	1.987	-0.04	0.594	-0.009	0.264	
212297620	2.3447	-0.89802847	4848.49	0	1.997	-0.078	0.549	-0.075	0.222	
212298320	2.4951	-0.1491656	4898.83	0	1.979	-0.043	0.587	-0.017	0.257	
212298350	2.5379	-0.56810525	4730.57	0	2.077	-0.102	0.552	-0.093	0.226	
212298375	2.4365	-0.56644507	4693.36	0	2.101	-0.112	0.55	-0.104	0.223	
212299496	2.7697	-1.0414671	5043.27	0	1.872	-0.043	0.544	-0.043	0.215	
212299500	2.4702	0.045783701	4869.04	0	2.001	-0.044	0.596	-0.01	0.265	
212300064	2.7433	-0.61127971	4791.44	0	2.037	-0.087	0.553	-0.079	0.227	
212300942	2.8696	-0.28945937	4846.79	0	2.008	-0.063	0.572	-0.044	0.244	
212301806	2.6956	-0.22147945	4733.98	0	2.081	-0.091	0.568	-0.072	0.24	
212302713	2.4237	-0.29003051	4841.87	0	2.012	-0.062	0.576	-0.042	0.248	
212302714	2.3152	-0.42808115	4686.08	0	2.109	-0.11	0.556	-0.097	0.23	
212303202	2.7496	-0.45167217	4849.25	0	2.003	-0.067	0.565	-0.053	0.238	
212303205	2.5345	0.011027746	4738.81	0	2.082	-0.082	0.581	-0.052	0.251	
212305300	2.4783	0.65022275	4403.33	0	2.304	-0.206	0.555	-0.178	0.229	
212305458	2.2887	0.17263577	4444.73	0	2.274	-0.187	0.544	-0.161	0.215	
212305812	2.3198	-1.5714558	4640.88	0	2.12	-0.146	0.517	-0.157	0.192	
212307389	2.8124	-0.17742077	4842.91	0	2.013	-0.06	0.579	-0.037	0.25	
212308485	2.616	0.49139718	4612.86	0	2.167	-0.116	0.588	-0.074	0.257	
212308990	2.6037	-1.2764263	5199.44	0	1.775	-0.023	0.534	-0.027	0.205	
212309315	2.7857	-0.68640169	4773.62	0	2.046	-0.094	0.548	-0.088	0.222	
212311460	2.523	-0.38863144	4648.91	0	2.133	-0.122	0.552	-0.11	0.225	
212312393	2.8014	-0.41717817	4812.44	0	2.027	-0.075	0.564	-0.062	0.237	
212312807	2.7236	0.51466014	4601.81	0	2.174	-0.121	0.587	-0.079	0.257	
212312911	2.6552	-0.095421971	4712.21	0	2.097	-0.094	0.572	-0.069	0.243	
212313031	2.6646	0.15784471	4802.02	0	2.044	-0.06	0.594	-0.024	0.263	
212314603	2.7643	0.52503132	4640.57	0	2.149	-0.106	0.594	-0.063	0.263	
212314902	2.7195	-0.90565953	4947.17	0	1.934	-0.058	0.548	-0.055	0.221	
212315127	2.3672	-0.15207441	4918.54	0	1.967	-0.037	0.589	-0.012	0.26	
212315332	2.4257	-1.7290799	5191.52	0	1.774	-0.035	0.523	-0.045	0.194	
212316597	2.3365	-0.46373699	4780.27	0	2.048	-0.083	0.564	-0.07	0.237	
212316863	2.917	-0.65715445	4830.48	0	2.011	-0.078	0.553	-0.071	0.226	
212317152	2.3713	-0.76656234	5077.57	0	1.858	-0.025	0.561	-0.018	0.232	
212317267	2.899	-0.65670784	4985.38	0	1.915	-0.043	0.559	-0.035	0.231	
212319503	2.3728	0.29683617	4728.27	0	2.092	-0.077	0.596	-0.036	0.264	
212319585	2.3517	-1.6279735	5129.62	0	1.813	-0.04	0.53	-0.048	0.202	
212320660	2.672	0.11711295	4628.13	0	2.153	-0.117	0.571	-0.086	0.242	
212321350	2.4099	0.18459439	4777.51	0	2.06	-0.065	0.596	-0.027	0.264	
212321868	2.3866	-0.77758204	5006.34	0	1.901	-0.039	0.559	-0.033	0.231	
212322695	2.5547	-0.44493821	4776.66	0	2.05	-0.085	0.562	-0.072	0.235	
212323006	2.6079	-1.2559217	5174.62	0	1.79	-0.026	0.536	-0.03	0.207	
212323451	2.7751	-0.80926318	4871.71	0	1.982	-0.072	0.549	-0.068	0.222	
212323768	2.0898	-0.81220066	4629.36	0	2.141	-0.138	0.536	-0.136	0.211	
212325264	2.6541	0.069069148	4682.45	0	2.118	-0.099	0.576	-0.069	0.247	
212326456	2.1392	-0.6361213	4509.88	0	2.221	-0.177	0.524	-0.175	0.2	
212326985	2.3613	-0.34038226	4762.69	0	2.061	-0.085	0.568	-0.068	0.24	
212327499	2.3024	-1.5586397	5027.42	0	1.877	-0.055	0.535	-0.061	0.208	
212328003	2.2671	0.095408599	4685.07	0	2.117	-0.096	0.581	-0.062	0.251	
212328705	2.6546	-0.64069584	4847.24	0	2.001	-0.073	0.557	-0.064	0.229	
212329041	2.5496	-0.30359125	4734.68	0	2.079	-0.093	0.565	-0.076	0.238	
212329105	2.235	0.052420187	4501.38	0	2.236	-0.165	0.55	-0.139	0.221	
212330307	2.536	-0.096815537	4663	0	2.128	-0.109	0.567	-0.085	0.238	
212330339	2.5934	-2.0820462	5248.04	0	1.736	-0.04	0.506	-0.054	0.177	
212330911	2.2704	-1.0906017	4748.21	0	2.058	-0.108	0.536	-0.11	0.211	
212333310	2.5297	-1.1038572	4834.9	0	2.002	-0.087	0.538	-0.089	0.212	
212333509	2.395	-1.0241721	5109.52	0	1.835	-0.027	0.549	-0.026	0.22	
212334630	2.6105	-0.83415658	4650.7	0	2.123	-0.133	0.532	-0.133	0.207	
212334691	2.7695	-0.29236576	4813.36	0	2.029	-0.071	0.571	-0.053	0.243	
212335603	2.5759	-0.25186748	4831.83	0	2.019	-0.064	0.576	-0.044	0.248	
212336452	2.5187	-1.4256918	4969.27	0	1.913	-0.064	0.535	-0.07	0.208	
212336755	2.369	-0.61646142	4861.38	0	1.994	-0.067	0.562	-0.057	0.235	
212336759	2.554	-1.2796102	4848.47	0	1.99	-0.088	0.534	-0.092	0.208	
212336837	2.4187	0.33364834	4621.37	0	2.16	-0.114	0.583	-0.075	0.252	
212338139	2.3772	-0.31950691	4919.86	0	1.963	-0.043	0.58	-0.024	0.251	
212338248	2.2397	-1.0462711	4729.57	0	2.071	-0.113	0.536	-0.114	0.211	
212339359	2.5881	-0.65815223	4765.11	0	2.053	-0.094	0.551	-0.088	0.224	
212339544	2.8401	0.07190932	4601.18	0	2.17	-0.129	0.564	-0.101	0.235	
212341040	2.3652	-0.99661682	4934.51	0	1.942	-0.061	0.548	-0.059	0.221	
212341087	2.3268	0.52137509	4554.92	0	2.203	-0.136	0.582	-0.095	0.251	
212341571	2.7689	-0.52223086	4740.59	0	2.071	-0.099	0.553	-0.089	0.227	
212341801	2.6435	-0.16875173	4567.56	0	2.189	-0.146	0.549	-0.128	0.222	
212342273	2.4529	0.17554597	4709.28	0	2.102	-0.087	0.587	-0.051	0.256	
212342710	2.4803	0.30944592	4786.8	0	2.055	-0.059	0.603	-0.017	0.271	
212343137	2.5107	0.066408883	4506.74	0	2.232	-0.164	0.55	-0.139	0.222	
212344902	2.8114	-0.78777616	4966.67	0	1.924	-0.05	0.553	-0.045	0.225	
212345443	2.4504	0.19445118	4698.96	0	2.109	-0.09	0.587	-0.053	0.256	
212346731	2.5883	-0.28706299	4708.81	0	2.096	-0.101	0.563	-0.083	0.236	
212349460	2.3941	0.1634595	4751.03	0	2.076	-0.073	0.592	-0.037	0.261	
212350881	2.6065	-0.38046684	4741.44	0	2.073	-0.093	0.561	-0.079	0.234	
212351799	2.6826	-0.52674991	4679.91	0	2.11	-0.117	0.548	-0.108	0.222	
212352700	2.3588	-0.72510953	5067.53	0	1.865	-0.025	0.563	-0.018	0.234	
212352865	2.2527	-0.66327097	4556.61	0	2.189	-0.16	0.53	-0.158	0.205	
212353324	2.1251	-1.8824746	5022.97	0	1.877	-0.06	0.531	-0.07	0.204	
212355230	2.2189	-0.94852268	4760.16	0	2.053	-0.102	0.543	-0.101	0.217	
212356810	2.6214	-0.18775371	4643.46	0	2.139	-0.119	0.559	-0.1	0.232	
212356919	2.6286	-0.44646775	4780.58	0	2.047	-0.084	0.561	-0.071	0.234	
212357017	2.952	0.19867164	4831.08	0	2.026	-0.052	0.597	-0.016	0.266	
212357642	2.3523	-0.29872501	4834.1	0	2.017	-0.064	0.576	-0.044	0.248	
212358828	2.8661	-0.22906696	4873.38	0	1.992	-0.054	0.577	-0.033	0.249	
212358960	2.7111	-1.6275932	5013.78	0	1.881	-0.061	0.528	-0.07	0.201	
212360542	2.4154	0.16234954	4690.42	0	2.114	-0.093	0.584	-0.058	0.253	
212362066	2.3207	-0.89919776	4741.11	0	2.066	-0.106	0.541	-0.105	0.216	
212362900	2.7234	-0.18008808	4694.13	0	2.107	-0.103	0.565	-0.082	0.237	
212363050	2.3601	0.11748789	4695.46	0	2.111	-0.092	0.583	-0.058	0.252	
212363846	2.5337	0.031457829	4536.27	0	2.212	-0.153	0.553	-0.128	0.225	
212364163	2.4013	0.56478705	4497.33	0	2.241	-0.161	0.572	-0.124	0.243	
212364471	2.5834	-1.4430545	5125.62	0	1.817	-0.038	0.532	-0.044	0.203	
212365600	2.857	0.010733871	4868.96	0	2	-0.047	0.59	-0.017	0.26	
212365966	2.9647	-0.3808868	4914.17	0	1.964	-0.049	0.571	-0.034	0.242	
212367437	2.5894	-0.62282096	4842.74	0	2.005	-0.073	0.558	-0.064	0.231	
212370308	2.3365	-0.85153359	4695.44	0	2.096	-0.119	0.539	-0.117	0.213	
212370565	2.6288	0.25068807	4726.53	0	2.092	-0.08	0.591	-0.043	0.26	
212371714	2.4974	-0.3924194	4680.75	0	2.112	-0.112	0.555	-0.099	0.229	
212373022	2.2529	-1.7702593	5056.8	0	1.857	-0.054	0.53	-0.063	0.203	
212373386	2.7064	-0.88169315	4923.75	0	1.949	-0.062	0.549	-0.059	0.221	
212375005	2.7055	-0.46981382	4702.17	0	2.096	-0.108	0.552	-0.098	0.226	
212375293	2.519	-0.87838171	4817.75	0	2.016	-0.086	0.546	-0.084	0.219	
212375638	2.506	-1.9967955	5218.32	0	1.755	-0.04	0.512	-0.053	0.183	
212375661	2.5433	-0.69109591	4753.49	0	2.06	-0.098	0.549	-0.093	0.222	
212375691	2.4105	0.67298502	4560.31	0	2.2	-0.133	0.59	-0.089	0.259	
212375893	2.3846	-0.63032193	5034.9	0	1.887	-0.029	0.567	-0.019	0.238	
212376011	2.7456	-1.0228549	4879.32	0	1.974	-0.076	0.541	-0.076	0.214	
212376089	2.4637	-1.1980951	5119.27	0	1.825	-0.032	0.541	-0.034	0.213	
212377181	2.5413	-0.84052653	4713.53	0	2.083	-0.114	0.539	-0.112	0.213	
212381326	2.9429	-0.74421626	4956.79	0	1.93	-0.052	0.554	-0.046	0.226	
212385498	2.6923	0.43631673	4528.62	0	2.221	-0.151	0.57	-0.116	0.241	
212387508	2.8649	-0.36460826	5017.33	0	1.901	-0.026	0.576	-0.009	0.247	
212389209	2.4657	-0.63554287	4678.99	0	2.109	-0.119	0.545	-0.113	0.219	
212389940	2.043	0.12137079	4420.34	0	2.29	-0.197	0.538	-0.172	0.209	
212390165	2.2762	-0.25669106	4838.01	0	2.016	-0.061	0.579	-0.039	0.251	
212390470	2.3722	-0.34410116	4869.56	0	1.994	-0.056	0.576	-0.038	0.248	
212392367	2.3938	-0.43007435	4832.6	0	2.015	-0.068	0.569	-0.054	0.241	
212392830	3.1509	-0.33955243	5035.97	0	1.89	-0.022	0.576	-0.005	0.246	
212393873	2.185	-0.38865742	4488.06	0	2.239	-0.18	0.53	-0.171	0.205	
212394423	2.6753	-0.32135709	4736.41	0	2.077	-0.094	0.563	-0.077	0.236	
212394760	2.4685	-1.05286	4818.67	0	2.013	-0.09	0.54	-0.091	0.214	
212395033	2.6189	0.38227529	4540.1	0	2.213	-0.146	0.57	-0.111	0.241	
212395184	2.859	-0.45470171	4946.33	0	1.943	-0.044	0.569	-0.031	0.241	
212396528	2.3814	-0.42522058	4587.52	0	2.172	-0.144	0.543	-0.134	0.217	
212398408	2.6574	0.34807359	4710.13	0	2.104	-0.084	0.594	-0.043	0.263	
212398729	2.6832	-0.31675277	4772.03	0	2.055	-0.083	0.567	-0.066	0.239	
212401077	2.0941	-1.0475242	4736.87	0	2.068	-0.11	0.539	-0.111	0.214	
212401624	2.3997	-0.15569574	4913.23	0	1.97	-0.039	0.588	-0.013	0.259	
212402298	2.7606	-0.39209661	4917.34	0	1.962	-0.048	0.572	-0.033	0.244	
212404841	2.5547	-0.8049416	4773.12	0	2.046	-0.096	0.545	-0.093	0.219	
212405175	2.3944	-0.73816069	4828.07	0	2.013	-0.079	0.554	-0.073	0.227	
212406980	2.3804	-0.75373654	4790.34	0	2.036	-0.089	0.551	-0.084	0.224	
212407479	2.8254	-0.49699533	4921.89	0	1.957	-0.051	0.566	-0.039	0.238	
212407899	2.6011	-0.37755547	4670.85	0	2.118	-0.115	0.554	-0.102	0.228	
212408600	2.7136	-0.57611798	4879.09	0	1.982	-0.063	0.561	-0.053	0.233	
212408870	2.3242	-0.76019902	5104.25	0	1.843	-0.019	0.562	-0.012	0.233	
212409092	2.505	-0.55594952	4997.28	0	1.911	-0.035	0.568	-0.023	0.24	
212409442	2.0985	-0.38962447	4499.53	0	2.232	-0.175	0.533	-0.166	0.208	
212409894	2.3702	-0.057694855	4786.92	0	2.051	-0.069	0.584	-0.04	0.255	
212410121	2.7303	-0.80713501	4943.84	0	1.938	-0.055	0.552	-0.051	0.225	
212411479	2.2674	-0.14699707	4766.98	0	2.062	-0.077	0.579	-0.052	0.25	
212412193	2.2758	-0.25684195	4541.85	0	2.205	-0.156	0.544	-0.141	0.218	
212412236	2.3754	-0.12990011	4719.08	0	2.092	-0.091	0.573	-0.067	0.245	
212414229	2.4891	-0.56943527	4840.13	0	2.008	-0.071	0.561	-0.061	0.234	
212415256	2.6955	-0.26022592	4866.34	0	1.997	-0.056	0.577	-0.036	0.248	
212416240	2.9708	-0.31847911	4963.79	0	1.935	-0.036	0.576	-0.018	0.247	
212418209	2.3792	-0.81120502	4752.98	0	2.059	-0.101	0.545	-0.098	0.219	
212421773	2.695	0.61692064	4472.44	0	2.259	-0.175	0.568	-0.142	0.241	
212422971	3.0956	0.19984878	4827.15	0	2.029	-0.054	0.596	-0.018	0.265	
212424973	3.0016	-0.31174402	4985.93	0	1.921	-0.031	0.577	-0.013	0.248	
212425365	2.5807	-0.42255466	4739.46	0	2.074	-0.095	0.559	-0.082	0.233	
212425673	2.3448	-0.23840872	4623.42	0	2.152	-0.126	0.557	-0.108	0.23	
212426113	2.6009	-0.443631	4638.69	0	2.138	-0.128	0.547	-0.117	0.221	
212426291	2.4648	-0.11955571	4563.14	0	2.193	-0.145	0.552	-0.125	0.224	
212426710	2.5139	-0.25426879	4689.63	0	2.109	-0.105	0.563	-0.087	0.236	
212428250	2.3956	-0.64246277	4967.22	0	1.928	-0.043	0.565	-0.034	0.237	
212429068	2.478	-0.92429321	4852.02	0	1.994	-0.078	0.546	-0.077	0.22	
