 ID                  log(g) [Fe/H] Teff  E(B-V)  BC_1     BC_2    BC_3    BC_4   BC_5
212686303            2.9041 -0.52  4910   0      1.964   -0.055  0.564   -0.043  0.236  
212687455            2.4253 -0.49  4920   0      1.960   -0.049  0.570   -0.035  0.242  
212687849            2.748  -0.3   4680   0      2.114   -0.111  0.558   -0.095  0.231  
212690281            2.2229 -0.13  4560   0      2.195   -0.146  0.553   -0.124  0.225  
212690825            2.6876 -0.54  4830   0      2.014   -0.074  0.560   -0.063  0.233  
212694769            2.3737 -0.58  4880   0      1.983   -0.061  0.564   -0.050  0.237  
212694799            2.6401 -0.27  4680   0      2.114   -0.109  0.560   -0.092  0.233  
212695529            2.81   0.05   4810   0      2.037   -0.061  0.588   -0.030  0.258  
212697467            2.2378 -0.45  4610   0      2.158   -0.136  0.546   -0.125  0.221  
212697880            2.3707 -0.35  4897   0      1.977   -0.049  0.577   -0.031  0.249  
212700348            2.4264 -0.29  4620   0      2.153   -0.129  0.553   -0.113  0.227  
212700413            2.9344 -0.28  4440   0      2.272   -0.202  0.521   -0.193  0.197  
212702587            2.4402 -0.26  4890   0      1.983   -0.048  0.581   -0.027  0.252  
212702847            2.8744 -0.44  4820   0      2.022   -0.074  0.563   -0.061  0.235  
212702903            2.4424 -0.3   4570   0      2.186   -0.147  0.545   -0.134  0.219  
212703189            2.4803 -0.41  4730   0      2.080   -0.097  0.560   -0.083  0.233  
212703357            2.7243 -0.6   4760   0      2.057   -0.095  0.552   -0.087  0.225  
212706630            2.648  -0.09  4600   0      2.169   -0.132  0.558   -0.110  0.230  
212708768            2.5972 0.24   4530   0      2.218   -0.152  0.562   -0.122  0.233  
212711911            2.8152 0.22   4500   0      2.238   -0.167  0.554   -0.140  0.226  
212713888            2.7104 -0.27  4762   0      2.062   -0.085  0.568   -0.066  0.240  
212713897            2.5392 -0.41  4660   0      2.125   -0.119  0.552   -0.107  0.226  
212714208            2.3782 -0.39  4770   0      2.056   -0.084  0.566   -0.069  0.239  
212714349            2.3702 -0.35  4639   0      2.140   -0.124  0.553   -0.110  0.227  
212719839            2.905  -0.25  4584   0      2.177   -0.143  0.547   -0.129  0.221  
212724201            2.9182 -0.22  4670   0      2.121   -0.113  0.559   -0.095  0.232  
212724763            2.9299 -0.38  4619   0      2.151   -0.134  0.546   -0.123  0.220  
212725648            2.7963 -0.31  4660   0      2.126   -0.118  0.555   -0.103  0.228  
212726631            2.214  0.08   4790   0      2.051   -0.063  0.593   -0.028  0.262  
212729527            2.738  -0.09  4687   0      2.113   -0.102  0.569   -0.078  0.240  
212732697            2.303  -0.16  4560   0      2.195   -0.147  0.551   -0.127  0.223  
212733833            2.3344 -0.24  4530   0      2.213   -0.161  0.542   -0.146  0.216  
212734990            2.6972 -0.28  4690   0      2.108   -0.107  0.560   -0.090  0.233  
212740875            2.6041 -0.25  4726   0      2.085   -0.094  0.566   -0.075  0.239  
212743777            2.1851 -0.19  4340   0      2.342   -0.242  0.506   -0.234  0.182  
212746427            2.6237 -0.46  4596   0      2.166   -0.143  0.541   -0.134  0.215  
212750347            2.6286 -0.42  4932   0      1.953   -0.045  0.572   -0.030  0.244  
212750550            2.9567 -0.4   4727   0      2.081   -0.100  0.557   -0.087  0.230  
212759100            2.6429 -0.92  4862   0      1.987   -0.077  0.545   -0.075  0.218  
212761790            2.674  -0.62  4600   0      2.160   -0.146  0.534   -0.141  0.209  
212765803            2.9215 -0.62  4787   0      2.039   -0.089  0.551   -0.081  0.225  
212768741            2.4717 -0.39  4692   0      2.105   -0.108  0.557   -0.094  0.230  
212769723            2.4496 -0.44  4710   0      2.093   -0.104  0.557   -0.091  0.230  
212772956            2.1814 -0.38  4630   0      2.146   -0.127  0.553   -0.113  0.227  
212773540            2.6532 -0.4   4428   0      2.278   -0.208  0.515   -0.203  0.191  
212774285            2.3316 -1.13  4770   0      2.044   -0.103  0.536   -0.106  0.210  
212774580            2.5099 -0.5   4795   0      2.037   -0.081  0.561   -0.069  0.234  
212775348            2.5628 -0.05  4891   0      1.986   -0.041  0.591   -0.013  0.261  
