 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -3.6279 -3.6293 -3.4901 -3.2719 -3.0635 -2.8829 -2.7245 -2.5942 -2.4867 -2.3933
 -2.3114 -2.2360 -2.1660 -2.1005 -2.0391 -1.9037 -1.7942 -1.7107 -1.6513 -1.6115
 -1.5863 -1.5721
 -3.5303 -3.3796 -3.3681 -3.2776 -3.0897 -2.9030 -2.7387 -2.5982 -2.4825 -2.3857
 -2.3022 -2.2278 -2.1591 -2.0952 -2.0353 -1.9030 -1.7953 -1.7130 -1.6547 -1.6161
 -1.5919 -1.5784 -1.5728 -1.5728
 -3.5377 -3.3167 -3.1643 -3.1140 -3.0735 -2.9247 -2.7602 -2.6131 -2.4872 -2.3830
 -2.2956 -2.2208 -2.1530 -2.0903 -2.0319 -1.9027 -1.7970 -1.7156 -1.6579 -1.6200
 -1.5966 -1.5839 -1.5792 -1.5799 -1.5843 -1.5932 -1.6073 -1.6265 -1.6500 -1.6765
 -3.5813 -3.3300 -3.1295 -2.9799 -2.8936 -2.8568 -2.7708 -2.6330 -2.5020 -2.3884
 -2.2939 -2.2152 -2.1472 -2.0854 -2.0281 -1.9020 -1.7984 -1.7180 -1.6606 -1.6230
 -1.6002 -1.5883 -1.5846 -1.5867 -1.5924 -1.6010 -1.6134 -1.6307 -1.6532 -1.6797
 -1.7094
 -3.6531 -3.3742 -3.1484 -2.9658 -2.8225 -2.7199 -2.6548 -2.6019 -2.5142 -2.4024
 -2.3000 -2.2140 -2.1426 -2.0805 -2.0238 -1.9003 -1.7989 -1.7196 -1.6625 -1.6248
 -1.6024 -1.5914 -1.5888 -1.5925 -1.5999 -1.6100 -1.6229 -1.6391 -1.6595 -1.6844
 -1.7141
 -3.7439 -3.4418 -3.1914 -2.9877 -2.8209 -2.6862 -2.5803 -2.4985 -2.4354 -2.3765
 -2.3032 -2.2176 -2.1401 -2.0753 -2.0184 -1.8964 -1.7971 -1.7190 -1.6623 -1.6247
 -1.6027 -1.5925 -1.5912 -1.5965 -1.6062 -1.6185 -1.6333 -1.6503 -1.6698 -1.6929
 -1.7207
 -3.8696 -3.5354 -3.2584 -3.0331 -2.8486 -2.6961 -2.5702 -2.4667 -2.3812 -2.3094
 -2.2485 -2.1923 -2.1336 -2.0715 -2.0146 -1.8935 -1.7955 -1.7183 -1.6617 -1.6237
 -1.6014 -1.5916 -1.5913 -1.5982 -1.6102 -1.6252 -1.6424 -1.6613 -1.6820 -1.7051
 -1.7305
 -4.0244 -3.6563 -3.3493 -3.0976 -2.8940 -2.7263 -2.5865 -2.4692 -2.3706 -2.2865
 -2.2137 -2.1505 -2.0951 -2.0449 -1.9972 -1.8885 -1.7928 -1.7164 -1.6597 -1.6211
 -1.5982 -1.5883 -1.5887 -1.5969 -1.6110 -1.6288 -1.6492 -1.6709 -1.6938 -1.7181
 -1.7434
 -4.2086 -3.8046 -3.4524 -3.1819 -2.9560 -2.7712 -2.6183 -2.4898 -2.3808 -2.2876
 -2.2069 -2.1364 -2.0743 -2.0196 -1.9662 -1.8814 -1.7890 -1.7133 -1.6563
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  w   
 -3.8515 -3.6013 -3.3865 -3.2037 -3.0156 -2.8611 -2.7338 -2.6232 -2.5246 -2.4344
 -2.3499 -2.2706 -2.1965 -2.1274 -2.0630 -1.9204 -1.7996 -1.7057 -1.6342
 -3.9261 -3.6436 -3.4019 -3.1971 -3.0143 -2.8494 -2.7148 -2.6025 -2.5003 -2.4111
 -2.3279 -2.2502 -2.1777 -2.1100 -2.0466 -1.9069 -1.7925 -1.7024 -1.6352 -1.5882
 -3.9315 -3.6935 -3.4395 -3.2148 -3.0264 -2.8518 -2.7061 -2.5883 -2.4842 -2.3946
 -2.3128 -2.2368 -2.1659 -2.0997 -2.0377 -1.9006 -1.7886 -1.7012 -1.6370 -1.5927
 -1.5644
 -3.6727 -3.6860 -3.4783 -3.2483 -3.0424 -2.8660 -2.7096 -2.5820 -2.4759 -2.3826
 -2.3016 -2.2270 -2.1576 -2.0930 -2.0324 -1.8981 -1.7879 -1.7021 -1.6396 -1.5970
 -1.5697 -1.5541
 -3.5470 -3.4768 -3.4509 -3.2771 -3.0719 -2.8856 -2.7246 -2.5855 -2.4716 -2.3756
 -2.2928 -2.2190 -2.1509 -2.0878 -2.0286 -1.8974 -1.7890 -1.7042 -1.6427 -1.6009
 -1.5746 -1.5595 -1.5530 -1.5529
 -3.5390 -3.3286 -3.2286 -3.2191 -3.0908 -2.9121 -2.7450 -2.5993 -2.4757 -2.3732
 -2.2863 -2.2121 -2.1449 -2.0829 -2.0251 -1.8971 -1.7907 -1.7068 -1.6457 -1.6045
 -1.5788 -1.5644 -1.5584 -1.5588 -1.5636 -1.5725 -1.5870 -1.6078 -1.6319 -1.6595
 -3.5879 -3.3304 -3.1366 -3.0164 -2.9828 -2.9153 -2.7683 -2.6200 -2.4897 -2.3774
 -2.2848 -2.2065 -2.1391 -2.0779 -2.0212 -1.8962 -1.7922 -1.7093 -1.6485 -1.6074
 -1.5822 -1.5684 -1.5632 -1.5643 -1.5699 -1.5790 -1.5919 -1.6097 -1.6335 -1.6609
 -1.6916
 -3.6804 -3.3799 -3.1484 -2.9692 -2.8417 -2.7713 -2.7282 -2.6350 -2.5090 -2.3916
 -2.2899 -2.2053 -2.1345 -2.0729 -2.0168 -1.8944 -1.7927 -1.7113 -1.6507 -1.6095
 -1.5845 -1.5714 -1.5670 -1.5691 -1.5759 -1.5858 -1.5990 -1.6157 -1.6371 -1.6638
 -1.6945
 -3.7957 -3.4640 -3.1967 -2.9875 -2.8220 -2.6956 -2.6058 -2.5446 -2.4867 -2.4020
 -2.3013 -2.2092 -2.1322 -2.0677 -2.0113 -1.8904 -1.7909 -1.7110 -1.6510 -1.6099
 -1.5850 -1.5724 -1.5690 -1.5725 -1.5808 -1.5925 -1.6070 -1.6244 -1.6450 -1.6696
 -1.6994
 -3.9722 -3.5880 -3.2795 -3.0393 -2.8488 -2.6959 -2.5743 -2.4790 -2.4041 -2.3425
 -2.2826 -2.2140 -2.1374 -2.0675 -2.0084 -1.8874 -1.7893 -1.7106 -1.6511 -1.6097
 -1.5844 -1.5719 -1.5692 -1.5738 -1.5838 -1.5975 -1.6142 -1.6331 -1.6545 -1.6781
 -1.7068
 -4.2014 -3.7519 -3.3940 -3.1187 -2.9014 -2.7274 -2.5860 -2.4705 -2.3762 -2.2977
 -2.2307 -2.1718 -2.1164 -2.0605 -2.0038 -1.8841 -1.7870 -1.7091 -1.6498 -1.6081
 -1.5822 -1.5695 -1.5671 -1.5727 -1.5842 -1.6001 -1.6193 -1.6407 -1.6640 -1.6893
 -1.7169
 -4.4833 -3.9557 -3.5290 -3.2270 -2.9780 -2.7805 -2.6209 -2.4898 -2.3811 -2.2899
 -2.2124 -2.1450 -2.0856 -2.0325 -1.9975 -1.8805 -1.7840 -1.7065 -1.6471
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  w   
 -3.7996 -3.5623 -3.3573 -3.1815 -2.9935 -2.8472 -2.7239 -2.6132 -2.5131 -2.4221
 -2.3385 -2.2601 -2.1868 -2.1185 -2.0547 -1.9138 -1.7939 -1.6998 -1.6265
 -3.8726 -3.6019 -3.3711 -3.1764 -2.9949 -2.8351 -2.7036 -2.5905 -2.4896 -2.3999
 -2.3181 -2.2411 -2.1692 -2.1022 -2.0396 -1.9011 -1.7868 -1.6956 -1.6261 -1.5764
 -3.9292 -3.6608 -3.4088 -3.1911 -3.0086 -2.8368 -2.6950 -2.5784 -2.4739 -2.3852
 -2.3039 -2.2284 -2.1581 -2.0926 -2.0312 -1.8952 -1.7829 -1.6938 -1.6269 -1.5797
 -1.5490
 -3.8535 -3.6974 -3.4566 -3.2251 -3.0247 -2.8526 -2.6976 -2.5719 -2.4672 -2.3737
 -2.2932 -2.2190 -2.1501 -2.0861 -2.0261 -1.8929 -1.7822 -1.6944 -1.6289 -1.5831
 -1.5534 -1.5361
 -3.5953 -3.5946 -3.4761 -3.2635 -3.0538 -2.8714 -2.7118 -2.5751 -2.4626 -2.3672
 -2.2846 -2.2113 -2.1437 -2.0809 -2.0224 -1.8922 -1.7834 -1.6964 -1.6315 -1.5865
 -1.5575 -1.5407 -1.5330 -1.5326
 -3.5391 -3.3602 -3.3395 -3.2664 -3.0846 -2.8974 -2.7326 -2.5885 -2.4661 -2.3650
 -2.2783 -2.2045 -2.1377 -2.0761 -2.0188 -1.8917 -1.7850 -1.6991 -1.6345 -1.5898
 -1.5613 -1.5449 -1.5376 -1.5372 -1.5421 -1.5515 -1.5666 -1.5880 -1.6125 -1.6411
 -3.5818 -3.3296 -3.1557 -3.0954 -3.0641 -2.9209 -2.7569 -2.6083 -2.4790 -2.3685
 -2.2769 -2.1990 -2.1320 -2.0711 -2.0148 -1.8907 -1.7865 -1.7017 -1.6375 -1.5927
 -1.5644 -1.5485 -1.5417 -1.5418 -1.5469 -1.5560 -1.5691 -1.5878 -1.6124 -1.6404
 -1.6722
 -3.6851 -3.3742 -3.1462 -2.9792 -2.8851 -2.8532 -2.7686 -2.6309 -2.4982 -2.3816
 -2.2812 -2.1977 -2.1272 -2.0661 -2.0103 -1.8888 -1.7871 -1.7038 -1.6399 -1.5951
 -1.5668 -1.5513 -1.5450 -1.5458 -1.5516 -1.5612 -1.5741 -1.5912 -1.6136 -1.6415
 -1.6730
 -3.8112 -3.4655 -3.1922 -2.9842 -2.8260 -2.7169 -2.6557 -2.6047 -2.5119 -2.3975
 -2.2917 -2.2008 -2.1247 -2.0606 -2.0045 -1.8845 -1.7851 -1.7037 -1.6407 -1.5958
 -1.5675 -1.5523 -1.5468 -1.5485 -1.5554 -1.5662 -1.5804 -1.5977 -1.6188 -1.6447
 -1.6759
 -4.0309 -3.6109 -3.2822 -3.0358 -2.8450 -2.6962 -2.5838 -2.5032 -2.4438 -2.3833
 -2.3043 -2.2140 -2.1309 -2.0607 -2.0016 -1.8812 -1.7834 -1.7035 -1.6412 -1.5963
 -1.5674 -1.5521 -1.5470 -1.5496 -1.5577 -1.5700 -1.5857 -1.6042 -1.6258 -1.6509
 -1.6800
 -4.3182 -3.8104 -3.4158 -3.1232 -2.8992 -2.7237 -2.5843 -2.4740 -2.3874 -2.3178
 -2.2577 -2.1985 -2.1343 -2.0652 -2.0016 -1.8782 -1.7809 -1.7021 -1.6405 -1.5955
 -1.5661 -1.5503 -1.5453 -1.5485 -1.5578 -1.5717 -1.5894 -1.6098 -1.6329 -1.6588
 -1.6876
 -4.6731 -4.0640 -3.5882 -3.2505 -2.9844 -2.7799 -2.6180 -2.4874 -2.3813 -2.2945
 -2.2220 -2.1592 -2.1026 -2.0488 -2.0045 -1.8755 -1.7776 -1.6995 -1.6386
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  w   
 -3.7432 -3.5353 -3.3419 -3.1617 -2.9800 -2.8209 -2.6870 -2.5731 -2.4750 -2.3891
 -2.3121 -2.2415 -2.1749 -2.1103 -2.0471 -1.9072 -1.7883 -1.6909 -1.6176
 -3.8385 -3.5686 -3.3449 -3.1629 -2.9813 -2.8245 -2.6950 -2.5824 -2.4811 -2.3920
 -2.3097 -2.2331 -2.1618 -2.0953 -2.0332 -1.8957 -1.7814 -1.6882 -1.6173 -1.5653
 -3.9168 -3.6273 -3.3812 -3.1743 -2.9957 -2.8253 -2.6864 -2.5701 -2.4661 -2.3776
 -2.2964 -2.2212 -2.1513 -2.0862 -2.0254 -1.8902 -1.7777 -1.6871 -1.6179 -1.5678
 -1.5345
 -3.9091 -3.6860 -3.4321 -3.2040 -3.0136 -2.8412 -2.6877 -2.5638 -2.4598 -2.3664
 -2.2862 -2.2122 -2.1437 -2.0800 -2.0205 -1.8881 -1.7772 -1.6876 -1.6194 -1.5705
 -1.5380 -1.5187
 -3.7046 -3.6651 -3.4745 -3.2463 -3.0378 -2.8633 -2.7021 -2.5662 -2.4552 -2.3593
 -2.2777 -2.2047 -2.1373 -2.0749 -2.0167 -1.8873 -1.7783 -1.6897 -1.6218 -1.5734
 -1.5414 -1.5224 -1.5134 -1.5123
 -3.5476 -3.4398 -3.4299 -3.2750 -3.0727 -2.8844 -2.7245 -2.5788 -2.4582 -2.3582
 -2.2715 -2.1981 -2.1315 -2.0701 -2.0131 -1.8868 -1.7801 -1.6924 -1.6248 -1.5764
 -1.5447 -1.5260 -1.5171 -1.5158 -1.5202 -1.5303 -1.5463 -1.5676 -1.5923 -1.6217
 -3.5724 -3.3337 -3.2046 -3.1977 -3.0884 -2.9139 -2.7458 -2.6000 -2.4703 -2.3610
 -2.2707 -2.1927 -2.1258 -2.0652 -2.0091 -1.8857 -1.7815 -1.6952 -1.6279 -1.5794
 -1.5476 -1.5291 -1.5205 -1.5193 -1.5239 -1.5331 -1.5468 -1.5660 -1.5906 -1.6189
 -1.6516
 -3.6675 -3.3646 -3.1466 -3.0056 -2.9669 -2.9116 -2.7700 -2.6218 -2.4896 -2.3734
 -2.2741 -2.1916 -2.1210 -2.0601 -2.0046 -1.8835 -1.7819 -1.6974 -1.6307 -1.5820
 -1.5500 -1.5316 -1.5233 -1.5226 -1.5275 -1.5367 -1.5499 -1.5672 -1.5898 -1.6181
 -1.6501
 -3.8022 -3.4536 -3.1827 -2.9818 -2.8388 -2.7632 -2.7251 -2.6342 -2.5083 -2.3887
 -2.2830 -2.1939 -2.1184 -2.0544 -1.9986 -1.8791 -1.7798 -1.6973 -1.6317 -1.5831
 -1.5510 -1.5326 -1.5248 -1.5247 -1.5303 -1.5403 -1.5540 -1.5712 -1.5924 -1.6188
 -1.6509
 -4.0506 -3.6101 -3.2722 -3.0267 -2.8407 -2.7009 -2.6056 -2.5478 -2.4921 -2.4049
 -2.3021 -2.2066 -2.1241 -2.0543 -1.9954 -1.8755 -1.7778 -1.6971 -1.6325 -1.5841
 -1.5515 -1.5328 -1.5251 -1.5256 -1.5320 -1.5429 -1.5577 -1.5756 -1.5969 -1.6224
 -1.6524
 -4.3801 -3.8341 -3.4168 -3.1154 -2.8911 -2.7185 -2.5845 -2.4833 -2.4093 -2.3508
 -2.2901 -2.2173 -2.1362 -2.0606 -1.9961 -1.8722 -1.7751 -1.6957 -1.6321 -1.5839
 -1.5509 -1.5316 -1.5238 -1.5246 -1.5319 -1.5440 -1.5601 -1.5795 -1.6019 -1.6277
 -1.6571
 -4.7907 -4.1256 -3.6165 -3.2511 -2.9793 -2.7731 -2.6125 -2.4851 -2.3843 -2.3044
 -2.2390 -2.1810 -2.1235 -2.0632 -2.0007 -1.8692 -1.7717 -1.6931 -1.6305
